"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta1",0.019709859477084
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta2",0.0226996216919061
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta3",0.0164563115098185
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta4",0.0156880714765177
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta5",0.0985534619630976
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta6",0.0161010831005467
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta7",0.0494417310528668
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta8",0.0134163271767782
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta9",0.0251793653540248
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta10",0.0294489619686699
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta11",0.0199235692993784
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta12",0.0164016007333704
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta13",0.0177566255376581
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta14",0.0202580434831783
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta15",0.0180052107999616
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta16",0.0367370193603709
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta17",0.0172923712861025
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta18",0.0287900460434782
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta19",0.0166956020157165
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta20",0.0768384940139418
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta21",0.0280525982133763
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta22",0.017469550537553
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta23",0.0226634989492404
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta24",0.0536331004536221
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta25",0.0184777113784934
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta26",0.0418725064507368
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta27",0.0186423778640611
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta28",0.0894624844345944
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta29",0.0157816581288706
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta30",0.0248884727161036
