"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",256,5,20000,100,1,"hte","3",2,1,"multi_arm_causal_forest",0.124578318982813
"FPT",256,5,20000,100,1,"hte","3",2,1,"multi_arm_causal_forest",0.116280672581895
"grad",256,5,20000,100,2,"hte","3",2,1,"multi_arm_causal_forest",0.306028241001811
"FPT",256,5,20000,100,2,"hte","3",2,1,"multi_arm_causal_forest",0.296020593312719
"grad",256,5,20000,100,3,"hte","3",2,1,"multi_arm_causal_forest",0.145923848014678
"FPT",256,5,20000,100,3,"hte","3",2,1,"multi_arm_causal_forest",0.140204847813893
"grad",256,5,20000,100,4,"hte","3",2,1,"multi_arm_causal_forest",0.146038468641412
"FPT",256,5,20000,100,4,"hte","3",2,1,"multi_arm_causal_forest",0.139168720808353
"grad",256,5,20000,100,5,"hte","3",2,1,"multi_arm_causal_forest",0.161470908986733
"FPT",256,5,20000,100,5,"hte","3",2,1,"multi_arm_causal_forest",0.148246727741839
"grad",256,5,20000,100,6,"hte","3",2,1,"multi_arm_causal_forest",0.171398456427872
"FPT",256,5,20000,100,6,"hte","3",2,1,"multi_arm_causal_forest",0.162364961467726
"grad",256,5,20000,100,7,"hte","3",2,1,"multi_arm_causal_forest",0.171622521246761
"FPT",256,5,20000,100,7,"hte","3",2,1,"multi_arm_causal_forest",0.152749351225137
"grad",256,5,20000,100,8,"hte","3",2,1,"multi_arm_causal_forest",0.16202316255418
"FPT",256,5,20000,100,8,"hte","3",2,1,"multi_arm_causal_forest",0.146023471439054
"grad",256,5,20000,100,9,"hte","3",2,1,"multi_arm_causal_forest",0.136595363482586
"FPT",256,5,20000,100,9,"hte","3",2,1,"multi_arm_causal_forest",0.131769072176847
"grad",256,5,20000,100,10,"hte","3",2,1,"multi_arm_causal_forest",0.150132180947006
"FPT",256,5,20000,100,10,"hte","3",2,1,"multi_arm_causal_forest",0.13770012258317
"grad",256,5,20000,100,11,"hte","3",2,1,"multi_arm_causal_forest",0.1448795815523
"FPT",256,5,20000,100,11,"hte","3",2,1,"multi_arm_causal_forest",0.137432779568659
"grad",256,5,20000,100,12,"hte","3",2,1,"multi_arm_causal_forest",0.194880473136114
"FPT",256,5,20000,100,12,"hte","3",2,1,"multi_arm_causal_forest",0.1805278266095
"grad",256,5,20000,100,13,"hte","3",2,1,"multi_arm_causal_forest",0.144938634932451
"FPT",256,5,20000,100,13,"hte","3",2,1,"multi_arm_causal_forest",0.122341245764364
"grad",256,5,20000,100,14,"hte","3",2,1,"multi_arm_causal_forest",0.129512027832573
"FPT",256,5,20000,100,14,"hte","3",2,1,"multi_arm_causal_forest",0.119260464168504
"grad",256,5,20000,100,15,"hte","3",2,1,"multi_arm_causal_forest",0.140343776749078
"FPT",256,5,20000,100,15,"hte","3",2,1,"multi_arm_causal_forest",0.130684891914053
"grad",256,5,20000,100,16,"hte","3",2,1,"multi_arm_causal_forest",0.15188909114241
"FPT",256,5,20000,100,16,"hte","3",2,1,"multi_arm_causal_forest",0.143681129928206
"grad",256,5,20000,100,17,"hte","3",2,1,"multi_arm_causal_forest",0.211449199086201
"FPT",256,5,20000,100,17,"hte","3",2,1,"multi_arm_causal_forest",0.194411334701948
"grad",256,5,20000,100,18,"hte","3",2,1,"multi_arm_causal_forest",0.200598646936612
"FPT",256,5,20000,100,18,"hte","3",2,1,"multi_arm_causal_forest",0.190966367457653
"grad",256,5,20000,100,19,"hte","3",2,1,"multi_arm_causal_forest",0.155850939042166
"FPT",256,5,20000,100,19,"hte","3",2,1,"multi_arm_causal_forest",0.146831563838441
"grad",256,5,20000,100,20,"hte","3",2,1,"multi_arm_causal_forest",0.16787351521559
"FPT",256,5,20000,100,20,"hte","3",2,1,"multi_arm_causal_forest",0.152631315747853
"grad",256,5,20000,100,21,"hte","3",2,1,"multi_arm_causal_forest",0.172932969334581
"FPT",256,5,20000,100,21,"hte","3",2,1,"multi_arm_causal_forest",0.164263090018604
"grad",256,5,20000,100,22,"hte","3",2,1,"multi_arm_causal_forest",0.175957110370116
"FPT",256,5,20000,100,22,"hte","3",2,1,"multi_arm_causal_forest",0.164903060839241
"grad",256,5,20000,100,23,"hte","3",2,1,"multi_arm_causal_forest",0.149346155186151
"FPT",256,5,20000,100,23,"hte","3",2,1,"multi_arm_causal_forest",0.138180965514377
"grad",256,5,20000,100,24,"hte","3",2,1,"multi_arm_causal_forest",0.182640493707319
"FPT",256,5,20000,100,24,"hte","3",2,1,"multi_arm_causal_forest",0.166436451564602
"grad",256,5,20000,100,25,"hte","3",2,1,"multi_arm_causal_forest",0.153363428589252
"FPT",256,5,20000,100,25,"hte","3",2,1,"multi_arm_causal_forest",0.150481587577742
"grad",256,5,20000,100,26,"hte","3",2,1,"multi_arm_causal_forest",0.154353082822053
"FPT",256,5,20000,100,26,"hte","3",2,1,"multi_arm_causal_forest",0.148594092468051
"grad",256,5,20000,100,27,"hte","3",2,1,"multi_arm_causal_forest",0.164328334217778
"FPT",256,5,20000,100,27,"hte","3",2,1,"multi_arm_causal_forest",0.146645608555334
"grad",256,5,20000,100,28,"hte","3",2,1,"multi_arm_causal_forest",0.147443892829669
"FPT",256,5,20000,100,28,"hte","3",2,1,"multi_arm_causal_forest",0.139909963075383
"grad",256,5,20000,100,29,"hte","3",2,1,"multi_arm_causal_forest",0.138124635451947
"FPT",256,5,20000,100,29,"hte","3",2,1,"multi_arm_causal_forest",0.127551836237311
"grad",256,5,20000,100,30,"hte","3",2,1,"multi_arm_causal_forest",0.168453382701936
"FPT",256,5,20000,100,30,"hte","3",2,1,"multi_arm_causal_forest",0.156335286260119
"grad",256,5,20000,100,31,"hte","3",2,1,"multi_arm_causal_forest",0.145846785491856
"FPT",256,5,20000,100,31,"hte","3",2,1,"multi_arm_causal_forest",0.138717318389388
"grad",256,5,20000,100,32,"hte","3",2,1,"multi_arm_causal_forest",0.221079263176191
"FPT",256,5,20000,100,32,"hte","3",2,1,"multi_arm_causal_forest",0.1964274191999
"grad",256,5,20000,100,33,"hte","3",2,1,"multi_arm_causal_forest",0.132479013625258
"FPT",256,5,20000,100,33,"hte","3",2,1,"multi_arm_causal_forest",0.115428637929838
"grad",256,5,20000,100,34,"hte","3",2,1,"multi_arm_causal_forest",0.14455811895446
"FPT",256,5,20000,100,34,"hte","3",2,1,"multi_arm_causal_forest",0.134393851069727
"grad",256,5,20000,100,35,"hte","3",2,1,"multi_arm_causal_forest",0.156663715994213
"FPT",256,5,20000,100,35,"hte","3",2,1,"multi_arm_causal_forest",0.142795933509032
"grad",256,5,20000,100,36,"hte","3",2,1,"multi_arm_causal_forest",0.157886587972833
"FPT",256,5,20000,100,36,"hte","3",2,1,"multi_arm_causal_forest",0.147161818058177
"grad",256,5,20000,100,37,"hte","3",2,1,"multi_arm_causal_forest",0.150063902011549
