"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,0.612073769094422,"hte",100,16,2,4000,"2"
"grad",1,2,FALSE,0,0,0,0.612439927062951,"hte",100,16,2,4000,"2"
"grad",1,3,FALSE,0,0,0,0.612368979956955,"hte",100,16,2,4000,"2"
"grad",1,4,FALSE,0,0,0,0.613190821022727,"hte",100,16,2,4000,"2"
"grad",1,5,FALSE,0,0,0,0.615189339034259,"hte",100,16,2,4000,"2"
"grad",1,6,FALSE,0,0,0,0.614585448056459,"hte",100,16,2,4000,"2"
"grad",1,7,FALSE,0,0,0,0.649650751031004,"hte",100,16,2,4000,"2"
"grad",1,8,TRUE,1,0,0,0.657329818001017,"hte",100,16,2,4000,"2"
"grad",1,9,FALSE,0,0,0,0.651283812941983,"hte",100,16,2,4000,"2"
"grad",1,10,FALSE,0,0,0,0.642892090021633,"hte",100,16,2,4000,"2"
"grad",1,11,FALSE,0,0,0,0.647176110069267,"hte",100,16,2,4000,"2"
"grad",1,12,FALSE,0,0,0,0.648124361992814,"hte",100,16,2,4000,"2"
"grad",1,13,FALSE,0,0,0,0.648125753039494,"hte",100,16,2,4000,"2"
"grad",1,14,FALSE,0,0,0,0.612409705994651,"hte",100,16,2,4000,"2"
"grad",1,15,FALSE,0,0,0,0.645646834047511,"hte",100,16,2,4000,"2"
"fpt1",1,1,FALSE,0,0,0,0.571648932062089,"hte",100,16,2,4000,"2"
"fpt1",1,2,FALSE,0,0,0,0.572553317993879,"hte",100,16,2,4000,"2"
"fpt1",1,3,FALSE,0,0,0,0.534858442959376,"hte",100,16,2,4000,"2"
"fpt1",1,4,FALSE,0,0,0,0.570380318094976,"hte",100,16,2,4000,"2"
"fpt1",1,5,FALSE,0,0,0,0.571536766015925,"hte",100,16,2,4000,"2"
"fpt1",1,6,FALSE,0,0,0,0.533665280090645,"hte",100,16,2,4000,"2"
"fpt1",1,7,FALSE,0,0,0,0.569939407054335,"hte",100,16,2,4000,"2"
"fpt1",1,8,FALSE,0,0,0,0.536116750095971,"hte",100,16,2,4000,"2"
"fpt1",1,9,FALSE,0,0,0,0.573549184948206,"hte",100,16,2,4000,"2"
"fpt1",1,10,TRUE,1,0,0,0.550752528011799,"hte",100,16,2,4000,"2"
"fpt1",1,11,FALSE,0,0,0,0.563001857022755,"hte",100,16,2,4000,"2"
"fpt1",1,12,FALSE,0,0,0,0.570567691000178,"hte",100,16,2,4000,"2"
"fpt1",1,13,FALSE,0,0,0,0.568782443995588,"hte",100,16,2,4000,"2"
"fpt1",1,14,FALSE,0,0,0,0.573288757004775,"hte",100,16,2,4000,"2"
"fpt1",1,15,FALSE,0,0,0,0.535036470973864,"hte",100,16,2,4000,"2"
"fpt2",1,1,FALSE,0,0,0,0.478595862980001,"hte",100,16,2,4000,"2"
"fpt2",1,2,FALSE,0,0,0,0.478385923081078,"hte",100,16,2,4000,"2"
"fpt2",1,3,FALSE,0,0,0,0.48124535405077,"hte",100,16,2,4000,"2"
"fpt2",1,4,FALSE,0,0,0,0.479427159065381,"hte",100,16,2,4000,"2"
"fpt2",1,5,FALSE,0,0,0,0.481934462091886,"hte",100,16,2,4000,"2"
"fpt2",1,6,FALSE,0,0,0,0.481120847980492,"hte",100,16,2,4000,"2"
"fpt2",1,7,TRUE,1,0,0,0.5224739870755,"hte",100,16,2,4000,"2"
"fpt2",1,8,FALSE,0,0,0,0.513364924001507,"hte",100,16,2,4000,"2"
"fpt2",1,9,FALSE,0,0,0,0.516066767042503,"hte",100,16,2,4000,"2"
"fpt2",1,10,FALSE,0,0,0,0.477657044073567,"hte",100,16,2,4000,"2"
"fpt2",1,11,FALSE,0,0,0,0.479972212109715,"hte",100,16,2,4000,"2"
"fpt2",1,12,FALSE,0,0,0,0.479504260001704,"hte",100,16,2,4000,"2"
"fpt2",1,13,FALSE,0,0,0,0.489050937001593,"hte",100,16,2,4000,"2"
"fpt2",1,14,TRUE,1,0,0,0.495445730048232,"hte",100,16,2,4000,"2"
"fpt2",1,15,FALSE,0,0,0,0.478003439027816,"hte",100,16,2,4000,"2"
