"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,3.2516128270654,"vcm",250,16,2,4000,"1"
"grad",1,2,TRUE,1,0,0,3.30884887103457,"vcm",250,16,2,4000,"1"
"grad",1,3,TRUE,0,1,0,3.39614747802261,"vcm",250,16,2,4000,"1"
"grad",1,4,TRUE,1,1,0,3.29613519401755,"vcm",250,16,2,4000,"1"
"grad",1,5,TRUE,1,0,1,3.65925499005243,"vcm",250,16,2,4000,"1"
"grad",1,6,TRUE,1,0,1,3.70504918205552,"vcm",250,16,2,4000,"1"
"grad",1,7,TRUE,1,0,1,3.58299850893673,"vcm",250,16,2,4000,"1"
"grad",1,8,TRUE,1,0,1,3.68436484911945,"vcm",250,16,2,4000,"1"
"grad",1,9,TRUE,1,0,1,3.57718643406406,"vcm",250,16,2,4000,"1"
"grad",1,10,TRUE,1,0,1,3.70587643200997,"vcm",250,16,2,4000,"1"
"grad",1,11,TRUE,1,0,1,3.56171709799673,"vcm",250,16,2,4000,"1"
"grad",1,12,TRUE,1,0,1,3.70720028504729,"vcm",250,16,2,4000,"1"
"grad",1,13,TRUE,1,0,1,3.57722365192603,"vcm",250,16,2,4000,"1"
"grad",1,14,TRUE,1,0,1,3.69904593599495,"vcm",250,16,2,4000,"1"
"grad",1,15,TRUE,1,0,1,3.56868536700495,"vcm",250,16,2,4000,"1"
"fpt1",1,1,TRUE,1,0,2,3.3101474220166,"vcm",250,16,2,4000,"1"
"fpt1",1,2,TRUE,1,0,1,3.02612929593306,"vcm",250,16,2,4000,"1"
"fpt1",1,3,FALSE,0,0,0,2.72754434600938,"vcm",250,16,2,4000,"1"
"fpt1",1,4,TRUE,1,0,0,2.7941163800424,"vcm",250,16,2,4000,"1"
"fpt1",1,5,TRUE,1,1,0,2.7688406520756,"vcm",250,16,2,4000,"1"
"fpt1",1,6,TRUE,1,0,1,3.22375074203592,"vcm",250,16,2,4000,"1"
"fpt1",1,7,FALSE,0,0,0,2.72536656097509,"vcm",250,16,2,4000,"1"
"fpt1",1,8,TRUE,1,0,0,2.76864503999241,"vcm",250,16,2,4000,"1"
"fpt1",1,9,TRUE,0,1,0,2.76773705298547,"vcm",250,16,2,4000,"1"
"fpt1",1,10,TRUE,1,1,0,2.77840260602534,"vcm",250,16,2,4000,"1"
"fpt1",1,11,TRUE,1,0,1,3.20329349196982,"vcm",250,16,2,4000,"1"
"fpt1",1,12,FALSE,0,0,0,2.7112642530119,"vcm",250,16,2,4000,"1"
"fpt1",1,13,TRUE,1,0,0,2.78920101409312,"vcm",250,16,2,4000,"1"
"fpt1",1,14,TRUE,1,1,0,2.74548211402725,"vcm",250,16,2,4000,"1"
"fpt1",1,15,TRUE,1,0,1,3.21703182405327,"vcm",250,16,2,4000,"1"
"fpt2",1,1,TRUE,1,0,1,2.37974441901315,"vcm",250,16,2,4000,"1"
"fpt2",1,2,FALSE,0,0,0,1.98979322693776,"vcm",250,16,2,4000,"1"
"fpt2",1,3,TRUE,1,0,0,2.02259334910195,"vcm",250,16,2,4000,"1"
"fpt2",1,4,TRUE,0,1,0,2.06220923201181,"vcm",250,16,2,4000,"1"
"fpt2",1,5,TRUE,0,0,1,2.59897963306867,"vcm",250,16,2,4000,"1"
"fpt2",1,6,FALSE,0,0,0,1.99605838395655,"vcm",250,16,2,4000,"1"
"fpt2",1,7,TRUE,1,0,0,2.05787513498217,"vcm",250,16,2,4000,"1"
"fpt2",1,8,TRUE,0,1,0,2.06510606606025,"vcm",250,16,2,4000,"1"
"fpt2",1,9,TRUE,0,0,1,2.58402479800861,"vcm",250,16,2,4000,"1"
"fpt2",1,10,FALSE,0,0,0,2.03191042202525,"vcm",250,16,2,4000,"1"
"fpt2",1,11,TRUE,1,0,0,2.07713451306336,"vcm",250,16,2,4000,"1"
"fpt2",1,12,TRUE,0,0,1,2.57381404796615,"vcm",250,16,2,4000,"1"
"fpt2",1,13,FALSE,0,0,0,2.00868981296662,"vcm",250,16,2,4000,"1"
"fpt2",1,14,TRUE,1,0,0,2.07637645606883,"vcm",250,16,2,4000,"1"
"fpt2",1,15,TRUE,0,1,0,2.05011594307143,"vcm",250,16,2,4000,"1"
