"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,0.0567968488903716,"hte",100,16,2,1000,"2"
"grad",1,2,FALSE,0,0,0,0.0913198399357498,"hte",100,16,2,1000,"2"
"grad",1,3,FALSE,0,0,0,0.0823545629391447,"hte",100,16,2,1000,"2"
"grad",1,4,FALSE,0,0,0,0.0566688718972728,"hte",100,16,2,1000,"2"
"grad",1,5,FALSE,0,0,0,0.0565907278796658,"hte",100,16,2,1000,"2"
"grad",1,6,FALSE,0,0,0,0.0565386809175834,"hte",100,16,2,1000,"2"
"grad",1,7,FALSE,0,0,0,0.0569356118794531,"hte",100,16,2,1000,"2"
"grad",1,8,FALSE,0,0,0,0.0567162538645789,"hte",100,16,2,1000,"2"
"grad",1,9,FALSE,0,0,0,0.0565079648513347,"hte",100,16,2,1000,"2"
"grad",1,10,FALSE,0,0,0,0.0925997059093788,"hte",100,16,2,1000,"2"
"grad",1,11,FALSE,0,0,0,0.0921796839684248,"hte",100,16,2,1000,"2"
"grad",1,12,FALSE,0,0,0,0.0564687779406086,"hte",100,16,2,1000,"2"
"grad",1,13,FALSE,0,0,0,0.056418445892632,"hte",100,16,2,1000,"2"
"grad",1,14,FALSE,0,0,0,0.0565426299581304,"hte",100,16,2,1000,"2"
"grad",1,15,FALSE,0,0,0,0.0565342338522896,"hte",100,16,2,1000,"2"
"fpt1",1,1,FALSE,0,0,0,0.0505880790296942,"hte",100,16,2,1000,"2"
"fpt1",1,2,FALSE,0,0,0,0.0499954749830067,"hte",100,16,2,1000,"2"
"fpt1",1,3,FALSE,0,0,0,0.0496449640486389,"hte",100,16,2,1000,"2"
"fpt1",1,4,FALSE,0,0,0,0.0504272229736671,"hte",100,16,2,1000,"2"
"fpt1",1,5,FALSE,0,0,0,0.0500789029756561,"hte",100,16,2,1000,"2"
"fpt1",1,6,FALSE,0,0,0,0.0503974909661338,"hte",100,16,2,1000,"2"
"fpt1",1,7,FALSE,0,0,0,0.0501320050098002,"hte",100,16,2,1000,"2"
"fpt1",1,8,FALSE,0,0,0,0.0503776199184358,"hte",100,16,2,1000,"2"
"fpt1",1,9,FALSE,0,0,0,0.0502482120646164,"hte",100,16,2,1000,"2"
"fpt1",1,10,FALSE,0,0,0,0.0499786260770634,"hte",100,16,2,1000,"2"
"fpt1",1,11,FALSE,0,0,0,0.0503261900739744,"hte",100,16,2,1000,"2"
"fpt1",1,12,FALSE,0,0,0,0.0501889039296657,"hte",100,16,2,1000,"2"
"fpt1",1,13,FALSE,0,0,0,0.0501148730982095,"hte",100,16,2,1000,"2"
"fpt1",1,14,FALSE,0,0,0,0.0502556400606409,"hte",100,16,2,1000,"2"
"fpt1",1,15,FALSE,0,0,0,0.0501996380044147,"hte",100,16,2,1000,"2"
"fpt2",1,1,FALSE,0,0,0,0.04602110106498,"hte",100,16,2,1000,"2"
"fpt2",1,2,FALSE,0,0,0,0.0462069680215791,"hte",100,16,2,1000,"2"
"fpt2",1,3,FALSE,0,0,0,0.0460722850402817,"hte",100,16,2,1000,"2"
"fpt2",1,4,FALSE,0,0,0,0.0464541820110753,"hte",100,16,2,1000,"2"
"fpt2",1,5,FALSE,0,0,0,0.0464839111082256,"hte",100,16,2,1000,"2"
"fpt2",1,6,TRUE,1,0,0,0.0646624710643664,"hte",100,16,2,1000,"2"
"fpt2",1,7,FALSE,0,0,0,0.0807957290671766,"hte",100,16,2,1000,"2"
"fpt2",1,8,FALSE,0,0,0,0.0801785530056804,"hte",100,16,2,1000,"2"
"fpt2",1,9,FALSE,0,0,0,0.0454144650138915,"hte",100,16,2,1000,"2"
"fpt2",1,10,FALSE,0,0,0,0.0454138100612909,"hte",100,16,2,1000,"2"
"fpt2",1,11,FALSE,0,0,0,0.0453059889841825,"hte",100,16,2,1000,"2"
"fpt2",1,12,FALSE,0,0,0,0.0452971970662475,"hte",100,16,2,1000,"2"
"fpt2",1,13,FALSE,0,0,0,0.045188048039563,"hte",100,16,2,1000,"2"
"fpt2",1,14,FALSE,0,0,0,0.045218775048852,"hte",100,16,2,1000,"2"
"fpt2",1,15,FALSE,0,0,0,0.0453109090449288,"hte",100,16,2,1000,"2"
