"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,5.02900692215189,"vcm",500,16,2,2000,"3"
"grad",1,2,TRUE,1,0,0,5.18099567911122,"vcm",500,16,2,2000,"3"
"grad",1,3,TRUE,1,0,0,5.12512166216038,"vcm",500,16,2,2000,"3"
"grad",1,4,TRUE,1,0,1,5.49916020710953,"vcm",500,16,2,2000,"3"
"grad",1,5,TRUE,1,0,1,3.34122137213126,"vcm",500,16,2,2000,"3"
"grad",1,6,TRUE,1,0,1,4.18964065099135,"vcm",500,16,2,2000,"3"
"grad",1,7,TRUE,1,0,1,3.26141383603681,"vcm",500,16,2,2000,"3"
"grad",1,8,TRUE,1,0,1,3.40777256211732,"vcm",500,16,2,2000,"3"
"grad",1,9,TRUE,0,1,1,3.24902520910837,"vcm",500,16,2,2000,"3"
"grad",1,10,TRUE,1,0,1,3.38981288205832,"vcm",500,16,2,2000,"3"
"grad",1,11,TRUE,1,0,1,3.26242073706817,"vcm",500,16,2,2000,"3"
"grad",1,12,TRUE,1,0,1,3.40594592317939,"vcm",500,16,2,2000,"3"
"grad",1,13,TRUE,1,0,1,3.254886888084,"vcm",500,16,2,2000,"3"
"grad",1,14,TRUE,1,0,1,3.39822515507694,"vcm",500,16,2,2000,"3"
"grad",1,15,TRUE,1,0,1,3.2542973740492,"vcm",500,16,2,2000,"3"
"fpt1",1,1,TRUE,1,0,2,3.20786741399206,"vcm",500,16,2,2000,"3"
"fpt1",1,2,TRUE,1,0,1,2.76305542106275,"vcm",500,16,2,2000,"3"
"fpt1",1,3,FALSE,0,0,0,2.41422093904112,"vcm",500,16,2,2000,"3"
"fpt1",1,4,TRUE,1,0,0,2.93589742202312,"vcm",500,16,2,2000,"3"
"fpt1",1,5,TRUE,1,1,0,4.04624997603241,"vcm",500,16,2,2000,"3"
"fpt1",1,6,TRUE,1,0,1,4.58948194095865,"vcm",500,16,2,2000,"3"
"fpt1",1,7,FALSE,0,0,0,3.96078032709192,"vcm",500,16,2,2000,"3"
"fpt1",1,8,TRUE,1,0,0,3.96248203597497,"vcm",500,16,2,2000,"3"
"fpt1",1,9,TRUE,1,1,0,3.84902237902861,"vcm",500,16,2,2000,"3"
"fpt1",1,10,TRUE,1,0,1,4.62439183110837,"vcm",500,16,2,2000,"3"
"fpt1",1,11,FALSE,0,0,0,3.9784080820391,"vcm",500,16,2,2000,"3"
"fpt1",1,12,TRUE,1,0,0,3.96038993902039,"vcm",500,16,2,2000,"3"
"fpt1",1,13,TRUE,1,1,0,4.07948620105162,"vcm",500,16,2,2000,"3"
"fpt1",1,14,TRUE,1,0,1,4.49248665606137,"vcm",500,16,2,2000,"3"
"fpt1",1,15,FALSE,0,0,0,3.97504863608629,"vcm",500,16,2,2000,"3"
"fpt2",1,1,TRUE,0,1,1,3.38528433593456,"vcm",500,16,2,2000,"3"
"fpt2",1,2,FALSE,0,0,0,2.81897872895934,"vcm",500,16,2,2000,"3"
"fpt2",1,3,TRUE,1,0,0,2.97206386097241,"vcm",500,16,2,2000,"3"
"fpt2",1,4,TRUE,0,1,0,2.89167603792157,"vcm",500,16,2,2000,"3"
"fpt2",1,5,TRUE,0,0,1,3.55860674893484,"vcm",500,16,2,2000,"3"
"fpt2",1,6,FALSE,0,0,0,2.80686950695235,"vcm",500,16,2,2000,"3"
"fpt2",1,7,TRUE,1,0,0,2.95828565198462,"vcm",500,16,2,2000,"3"
"fpt2",1,8,TRUE,0,1,0,2.91042573808227,"vcm",500,16,2,2000,"3"
"fpt2",1,9,TRUE,0,0,1,3.49293695099186,"vcm",500,16,2,2000,"3"
"fpt2",1,10,FALSE,0,0,0,2.81262300000526,"vcm",500,16,2,2000,"3"
"fpt2",1,11,TRUE,1,0,0,2.94510675396305,"vcm",500,16,2,2000,"3"
"fpt2",1,12,TRUE,0,0,1,3.51536548498552,"vcm",500,16,2,2000,"3"
"fpt2",1,13,FALSE,0,0,0,2.83704026299529,"vcm",500,16,2,2000,"3"
"fpt2",1,14,TRUE,1,0,0,2.91026235197205,"vcm",500,16,2,2000,"3"
"fpt2",1,15,TRUE,0,1,0,2.93414930999279,"vcm",500,16,2,2000,"3"
