"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,3.21852823393419,"vcm",250,16,2,4000,"4"
"grad",1,2,TRUE,1,0,0,3.3120344299823,"vcm",250,16,2,4000,"4"
"grad",1,3,TRUE,1,0,1,3.61156541306991,"vcm",250,16,2,4000,"4"
"grad",1,4,TRUE,1,0,1,3.5632120820228,"vcm",250,16,2,4000,"4"
"grad",1,5,TRUE,1,0,1,3.54635795403738,"vcm",250,16,2,4000,"4"
"grad",1,6,TRUE,1,0,1,3.62273906392511,"vcm",250,16,2,4000,"4"
"grad",1,7,TRUE,1,0,1,3.57340163004119,"vcm",250,16,2,4000,"4"
"grad",1,8,TRUE,1,0,1,3.61040942801628,"vcm",250,16,2,4000,"4"
"grad",1,9,TRUE,1,0,1,3.55280854401644,"vcm",250,16,2,4000,"4"
"grad",1,10,TRUE,1,0,1,3.5653577609919,"vcm",250,16,2,4000,"4"
"grad",1,11,TRUE,1,0,1,3.63646484294441,"vcm",250,16,2,4000,"4"
"grad",1,12,TRUE,1,0,1,3.55696755601093,"vcm",250,16,2,4000,"4"
"grad",1,13,TRUE,1,0,1,3.61060762708075,"vcm",250,16,2,4000,"4"
"grad",1,14,TRUE,1,0,1,3.55556773999706,"vcm",250,16,2,4000,"4"
"grad",1,15,TRUE,1,0,1,3.54201227193698,"vcm",250,16,2,4000,"4"
"fpt1",1,1,TRUE,1,1,1,3.10782669892069,"vcm",250,16,2,4000,"4"
"fpt1",1,2,TRUE,1,0,1,2.98762506200001,"vcm",250,16,2,4000,"4"
"fpt1",1,3,TRUE,1,0,1,3.08141040208284,"vcm",250,16,2,4000,"4"
"fpt1",1,4,FALSE,0,0,0,2.69094182492699,"vcm",250,16,2,4000,"4"
"fpt1",1,5,TRUE,1,0,0,2.80031047598459,"vcm",250,16,2,4000,"4"
"fpt1",1,6,TRUE,1,0,1,3.16546070203185,"vcm",250,16,2,4000,"4"
"fpt1",1,7,FALSE,0,0,0,2.73910408699885,"vcm",250,16,2,4000,"4"
"fpt1",1,8,TRUE,1,0,0,2.77512833301444,"vcm",250,16,2,4000,"4"
"fpt1",1,9,TRUE,1,1,0,2.72128004103433,"vcm",250,16,2,4000,"4"
"fpt1",1,10,TRUE,1,0,1,3.25486867700238,"vcm",250,16,2,4000,"4"
"fpt1",1,11,FALSE,0,0,0,2.69214863795787,"vcm",250,16,2,4000,"4"
"fpt1",1,12,TRUE,1,0,0,2.7139795840485,"vcm",250,16,2,4000,"4"
"fpt1",1,13,TRUE,1,1,0,2.77567969402298,"vcm",250,16,2,4000,"4"
"fpt1",1,14,TRUE,1,0,1,3.19657903804909,"vcm",250,16,2,4000,"4"
"fpt1",1,15,FALSE,0,0,0,2.6698696090607,"vcm",250,16,2,4000,"4"
"fpt2",1,1,TRUE,1,1,1,2.53880243899766,"vcm",250,16,2,4000,"4"
"fpt2",1,2,FALSE,0,0,0,1.98834373499267,"vcm",250,16,2,4000,"4"
"fpt2",1,3,TRUE,1,0,0,2.03457380400505,"vcm",250,16,2,4000,"4"
"fpt2",1,4,TRUE,0,0,1,2.35759261797648,"vcm",250,16,2,4000,"4"
"fpt2",1,5,FALSE,0,0,0,1.98800790403038,"vcm",250,16,2,4000,"4"
"fpt2",1,6,TRUE,1,0,0,2.00957489397842,"vcm",250,16,2,4000,"4"
"fpt2",1,7,TRUE,0,1,0,2.05348032002803,"vcm",250,16,2,4000,"4"
"fpt2",1,8,TRUE,0,0,1,2.48366262402851,"vcm",250,16,2,4000,"4"
"fpt2",1,9,FALSE,0,0,0,1.99985470494721,"vcm",250,16,2,4000,"4"
"fpt2",1,10,TRUE,1,0,0,2.03651753405575,"vcm",250,16,2,4000,"4"
"fpt2",1,11,TRUE,0,1,0,2.05426914105192,"vcm",250,16,2,4000,"4"
"fpt2",1,12,TRUE,0,0,1,2.38401406898629,"vcm",250,16,2,4000,"4"
"fpt2",1,13,FALSE,0,0,0,1.99025271902792,"vcm",250,16,2,4000,"4"
"fpt2",1,14,TRUE,1,0,0,2.06998890894465,"vcm",250,16,2,4000,"4"
"fpt2",1,15,TRUE,0,1,0,2.04502612899523,"vcm",250,16,2,4000,"4"
