"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,TRUE,1,0,0,3.08057891495991,"hte",500,16,2,4000,"4"
"grad",1,2,FALSE,0,0,0,3.02241701690946,"hte",500,16,2,4000,"4"
"grad",1,3,TRUE,1,0,0,3.10477207391523,"hte",500,16,2,4000,"4"
"grad",1,4,TRUE,1,1,0,3.07582543080207,"hte",500,16,2,4000,"4"
"grad",1,5,FALSE,0,0,0,3.02018105483148,"hte",500,16,2,4000,"4"
"grad",1,6,TRUE,1,0,0,3.09458477888256,"hte",500,16,2,4000,"4"
"grad",1,7,TRUE,1,1,0,3.0810014429735,"hte",500,16,2,4000,"4"
"grad",1,8,TRUE,0,0,1,3.25146510184277,"hte",500,16,2,4000,"4"
"grad",1,9,FALSE,0,0,0,3.03445576992817,"hte",500,16,2,4000,"4"
"grad",1,10,FALSE,0,0,0,3.02040497399867,"hte",500,16,2,4000,"4"
"grad",1,11,TRUE,1,0,0,3.06138157786336,"hte",500,16,2,4000,"4"
"grad",1,12,FALSE,0,0,0,3.03478557197377,"hte",500,16,2,4000,"4"
"grad",1,13,TRUE,1,0,0,3.07853583700489,"hte",500,16,2,4000,"4"
"grad",1,14,TRUE,0,0,1,3.26005009980872,"hte",500,16,2,4000,"4"
"grad",1,15,FALSE,0,0,0,3.03241507092025,"hte",500,16,2,4000,"4"
"fpt1",1,1,TRUE,1,1,0,2.75538838212378,"hte",500,16,2,4000,"4"
"fpt1",1,2,FALSE,0,0,0,2.66209716815501,"hte",500,16,2,4000,"4"
"fpt1",1,3,TRUE,0,0,1,2.90440360608045,"hte",500,16,2,4000,"4"
"fpt1",1,4,FALSE,0,0,0,2.63165269803721,"hte",500,16,2,4000,"4"
"fpt1",1,5,TRUE,1,0,0,2.69320960703772,"hte",500,16,2,4000,"4"
"fpt1",1,6,FALSE,0,0,0,2.66326056304388,"hte",500,16,2,4000,"4"
"fpt1",1,7,TRUE,0,1,0,2.65848683414515,"hte",500,16,2,4000,"4"
"fpt1",1,8,FALSE,0,0,0,2.6411324160872,"hte",500,16,2,4000,"4"
"fpt1",1,9,TRUE,1,0,0,2.73878086206969,"hte",500,16,2,4000,"4"
"fpt1",1,10,FALSE,0,0,0,2.68902842910029,"hte",500,16,2,4000,"4"
"fpt1",1,11,TRUE,0,1,0,2.68921783415135,"hte",500,16,2,4000,"4"
"fpt1",1,12,FALSE,0,0,0,2.68050330108963,"hte",500,16,2,4000,"4"
"fpt1",1,13,TRUE,1,0,0,2.72808770905249,"hte",500,16,2,4000,"4"
"fpt1",1,14,FALSE,0,0,0,2.66605318698566,"hte",500,16,2,4000,"4"
"fpt1",1,15,TRUE,0,1,0,2.65485175210051,"hte",500,16,2,4000,"4"
"fpt2",1,1,FALSE,0,0,0,2.36516238597687,"hte",500,16,2,4000,"4"
"fpt2",1,2,TRUE,1,0,0,2.41538912802935,"hte",500,16,2,4000,"4"
"fpt2",1,3,TRUE,0,0,1,2.58736962697003,"hte",500,16,2,4000,"4"
"fpt2",1,4,FALSE,0,0,0,2.36546440597158,"hte",500,16,2,4000,"4"
"fpt2",1,5,FALSE,0,0,0,2.34885562898125,"hte",500,16,2,4000,"4"
"fpt2",1,6,TRUE,1,0,0,2.3930261839414,"hte",500,16,2,4000,"4"
"fpt2",1,7,FALSE,0,0,0,2.36238311196212,"hte",500,16,2,4000,"4"
"fpt2",1,8,TRUE,1,0,0,2.40380391594954,"hte",500,16,2,4000,"4"
"fpt2",1,9,TRUE,0,1,0,2.38961081404705,"hte",500,16,2,4000,"4"
"fpt2",1,10,FALSE,0,0,0,2.36995093803853,"hte",500,16,2,4000,"4"
"fpt2",1,11,TRUE,1,0,0,2.38704574492294,"hte",500,16,2,4000,"4"
"fpt2",1,12,TRUE,0,1,0,2.39472728595138,"hte",500,16,2,4000,"4"
"fpt2",1,13,FALSE,0,0,0,2.37947901897132,"hte",500,16,2,4000,"4"
"fpt2",1,14,TRUE,1,0,0,2.42688020097557,"hte",500,16,2,4000,"4"
"fpt2",1,15,TRUE,0,1,0,2.39464676997159,"hte",500,16,2,4000,"4"
