"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,0.129163772100583,"hte",100,16,2,2000,"5"
"grad",1,2,FALSE,0,0,0,0.129408022970892,"hte",100,16,2,2000,"5"
"grad",1,3,FALSE,0,0,0,0.128266645013355,"hte",100,16,2,2000,"5"
"grad",1,4,FALSE,0,0,0,0.128057343070395,"hte",100,16,2,2000,"5"
"grad",1,5,FALSE,0,0,0,0.129225883050822,"hte",100,16,2,2000,"5"
"grad",1,6,FALSE,0,0,0,0.128584114019759,"hte",100,16,2,2000,"5"
"grad",1,7,FALSE,0,0,0,0.128248232067563,"hte",100,16,2,2000,"5"
"grad",1,8,FALSE,0,0,0,0.127973351976834,"hte",100,16,2,2000,"5"
"grad",1,9,FALSE,0,0,0,0.128162754001096,"hte",100,16,2,2000,"5"
"grad",1,10,FALSE,0,0,0,0.128683411050588,"hte",100,16,2,2000,"5"
"grad",1,11,FALSE,0,0,0,0.128249130095355,"hte",100,16,2,2000,"5"
"grad",1,12,FALSE,0,0,0,0.128209632006474,"hte",100,16,2,2000,"5"
"grad",1,13,FALSE,0,0,0,0.127877847058699,"hte",100,16,2,2000,"5"
"grad",1,14,FALSE,0,0,0,0.128033275017515,"hte",100,16,2,2000,"5"
"grad",1,15,FALSE,0,0,0,0.128237216966227,"hte",100,16,2,2000,"5"
"fpt1",1,1,FALSE,0,0,0,0.148475334048271,"hte",100,16,2,2000,"5"
"fpt1",1,2,FALSE,0,0,0,0.113350252038799,"hte",100,16,2,2000,"5"
"fpt1",1,3,FALSE,0,0,0,0.150282402057201,"hte",100,16,2,2000,"5"
"fpt1",1,4,FALSE,0,0,0,0.112797677982599,"hte",100,16,2,2000,"5"
"fpt1",1,5,FALSE,0,0,0,0.11280906596221,"hte",100,16,2,2000,"5"
"fpt1",1,6,FALSE,0,0,0,0.113161649089307,"hte",100,16,2,2000,"5"
"fpt1",1,7,FALSE,0,0,0,0.112845315015875,"hte",100,16,2,2000,"5"
"fpt1",1,8,FALSE,0,0,0,0.112752613029443,"hte",100,16,2,2000,"5"
"fpt1",1,9,FALSE,0,0,0,0.112564055016264,"hte",100,16,2,2000,"5"
"fpt1",1,10,FALSE,0,0,0,0.112788298982196,"hte",100,16,2,2000,"5"
"fpt1",1,11,FALSE,0,0,0,0.11296570696868,"hte",100,16,2,2000,"5"
"fpt1",1,12,TRUE,1,0,0,0.127612989046611,"hte",100,16,2,2000,"5"
"fpt1",1,13,FALSE,0,0,0,0.140407617087476,"hte",100,16,2,2000,"5"
"fpt1",1,14,FALSE,0,0,0,0.139936010004021,"hte",100,16,2,2000,"5"
"fpt1",1,15,FALSE,0,0,0,0.149154118960723,"hte",100,16,2,2000,"5"
"fpt2",1,1,FALSE,0,0,0,0.103042119997554,"hte",100,16,2,2000,"5"
"fpt2",1,2,FALSE,0,0,0,0.103060688008554,"hte",100,16,2,2000,"5"
"fpt2",1,3,FALSE,0,0,0,0.103742432082072,"hte",100,16,2,2000,"5"
"fpt2",1,4,FALSE,0,0,0,0.10342549206689,"hte",100,16,2,2000,"5"
"fpt2",1,5,FALSE,0,0,0,0.138483955059201,"hte",100,16,2,2000,"5"
"fpt2",1,6,FALSE,0,0,0,0.12942714698147,"hte",100,16,2,2000,"5"
"fpt2",1,7,FALSE,0,0,0,0.102912876056507,"hte",100,16,2,2000,"5"
"fpt2",1,8,FALSE,0,0,0,0.102835361962207,"hte",100,16,2,2000,"5"
"fpt2",1,9,FALSE,0,0,0,0.102945289923809,"hte",100,16,2,2000,"5"
"fpt2",1,10,FALSE,0,0,0,0.103247509920038,"hte",100,16,2,2000,"5"
"fpt2",1,11,FALSE,0,0,0,0.138749690027907,"hte",100,16,2,2000,"5"
"fpt2",1,12,FALSE,0,0,0,0.13893086311873,"hte",100,16,2,2000,"5"
"fpt2",1,13,FALSE,0,0,0,0.139624005067162,"hte",100,16,2,2000,"5"
"fpt2",1,14,FALSE,0,0,0,0.10356708697509,"hte",100,16,2,2000,"5"
"fpt2",1,15,FALSE,0,0,0,0.104583375970833,"hte",100,16,2,2000,"5"
