"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1.42619653698057,"vcm",250,16,2,2000,"2"
"grad",1,2,FALSE,0,0,0,1.42938341991976,"vcm",250,16,2,2000,"2"
"grad",1,3,FALSE,0,0,0,1.43350622302387,"vcm",250,16,2,2000,"2"
"grad",1,4,FALSE,0,0,0,1.43650561198592,"vcm",250,16,2,2000,"2"
"grad",1,5,FALSE,0,0,0,1.43315412802622,"vcm",250,16,2,2000,"2"
"grad",1,6,FALSE,0,0,0,1.4586688298732,"vcm",250,16,2,2000,"2"
"grad",1,7,TRUE,1,0,0,1.51481889304705,"vcm",250,16,2,2000,"2"
"grad",1,8,FALSE,0,0,0,1.43498820299283,"vcm",250,16,2,2000,"2"
"grad",1,9,FALSE,0,0,0,1.43335243593901,"vcm",250,16,2,2000,"2"
"grad",1,10,FALSE,0,0,0,1.42940025602002,"vcm",250,16,2,2000,"2"
"grad",1,11,FALSE,0,0,0,1.43507889693137,"vcm",250,16,2,2000,"2"
"grad",1,12,FALSE,0,0,0,1.43176978093106,"vcm",250,16,2,2000,"2"
"grad",1,13,TRUE,1,0,0,1.5324884270085,"vcm",250,16,2,2000,"2"
"grad",1,14,FALSE,0,0,0,1.44253059499897,"vcm",250,16,2,2000,"2"
"grad",1,15,FALSE,0,0,0,1.44940080191009,"vcm",250,16,2,2000,"2"
"fpt1",1,1,FALSE,0,0,0,1.24352741998155,"vcm",250,16,2,2000,"2"
"fpt1",1,2,TRUE,1,0,0,1.25766339804977,"vcm",250,16,2,2000,"2"
"fpt1",1,3,FALSE,0,0,0,1.22405616298784,"vcm",250,16,2,2000,"2"
"fpt1",1,4,FALSE,0,0,0,1.22329968900885,"vcm",250,16,2,2000,"2"
"fpt1",1,5,TRUE,1,0,0,1.22743948502466,"vcm",250,16,2,2000,"2"
"fpt1",1,6,FALSE,0,0,0,1.19768120697699,"vcm",250,16,2,2000,"2"
"fpt1",1,7,TRUE,1,0,0,1.27132494107354,"vcm",250,16,2,2000,"2"
"fpt1",1,8,TRUE,0,1,0,1.37467486003879,"vcm",250,16,2,2000,"2"
"fpt1",1,9,FALSE,0,0,0,1.21176830900367,"vcm",250,16,2,2000,"2"
"fpt1",1,10,FALSE,0,0,0,1.214628269081,"vcm",250,16,2,2000,"2"
"fpt1",1,11,FALSE,0,0,0,1.21879565005656,"vcm",250,16,2,2000,"2"
"fpt1",1,12,FALSE,0,0,0,1.21926227700897,"vcm",250,16,2,2000,"2"
"fpt1",1,13,TRUE,1,0,0,1.24489169102162,"vcm",250,16,2,2000,"2"
"fpt1",1,14,FALSE,0,0,0,1.20220002497081,"vcm",250,16,2,2000,"2"
"fpt1",1,15,FALSE,0,0,0,1.20652723906096,"vcm",250,16,2,2000,"2"
"fpt2",1,1,FALSE,0,0,0,0.881410327972844,"vcm",250,16,2,2000,"2"
"fpt2",1,2,FALSE,0,0,0,0.867962604039349,"vcm",250,16,2,2000,"2"
"fpt2",1,3,TRUE,1,0,0,0.888289723079652,"vcm",250,16,2,2000,"2"
"fpt2",1,4,FALSE,0,0,0,0.880850513000041,"vcm",250,16,2,2000,"2"
"fpt2",1,5,TRUE,1,0,0,0.87700275098905,"vcm",250,16,2,2000,"2"
"fpt2",1,6,TRUE,0,1,0,0.940797412069514,"vcm",250,16,2,2000,"2"
"fpt2",1,7,FALSE,0,0,0,0.85485408292152,"vcm",250,16,2,2000,"2"
"fpt2",1,8,FALSE,0,0,0,0.85337949404493,"vcm",250,16,2,2000,"2"
"fpt2",1,9,FALSE,0,0,0,0.859690696001053,"vcm",250,16,2,2000,"2"
"fpt2",1,10,TRUE,1,0,0,0.882400971953757,"vcm",250,16,2,2000,"2"
"fpt2",1,11,FALSE,0,0,0,0.856412876048125,"vcm",250,16,2,2000,"2"
"fpt2",1,12,FALSE,0,0,0,0.86238524701912,"vcm",250,16,2,2000,"2"
"fpt2",1,13,TRUE,1,0,0,0.895607451093383,"vcm",250,16,2,2000,"2"
"fpt2",1,14,FALSE,0,0,0,0.860617412952706,"vcm",250,16,2,2000,"2"
"fpt2",1,15,TRUE,1,0,0,0.885451251058839,"vcm",250,16,2,2000,"2"
