"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,TRUE,1,0,1,7.15078386897221,"vcm",500,16,2,4000,"1"
"grad",1,2,TRUE,1,0,1,7.02303540799767,"vcm",500,16,2,4000,"1"
"grad",1,3,TRUE,1,0,1,7.17411179700866,"vcm",500,16,2,4000,"1"
"grad",1,4,TRUE,1,0,1,7.05022684903815,"vcm",500,16,2,4000,"1"
"grad",1,5,TRUE,1,0,1,7.16583956801333,"vcm",500,16,2,4000,"1"
"grad",1,6,TRUE,1,0,1,7.01897582004312,"vcm",500,16,2,4000,"1"
"grad",1,7,TRUE,0,1,1,7.15107358200476,"vcm",500,16,2,4000,"1"
"grad",1,8,TRUE,1,0,1,7.02317607600708,"vcm",500,16,2,4000,"1"
"grad",1,9,TRUE,1,0,1,7.16265332407784,"vcm",500,16,2,4000,"1"
"grad",1,10,TRUE,1,0,1,7.05120018904563,"vcm",500,16,2,4000,"1"
"grad",1,11,TRUE,1,0,1,7.17373454396147,"vcm",500,16,2,4000,"1"
"grad",1,12,TRUE,1,0,1,7.04751929105259,"vcm",500,16,2,4000,"1"
"grad",1,13,TRUE,1,0,1,7.16407116304617,"vcm",500,16,2,4000,"1"
"grad",1,14,TRUE,1,0,1,7.03400506300386,"vcm",500,16,2,4000,"1"
"grad",1,15,TRUE,1,0,1,7.16002952097915,"vcm",500,16,2,4000,"1"
"fpt1",1,1,TRUE,1,0,2,6.08276105299592,"vcm",500,16,2,4000,"1"
"fpt1",1,2,TRUE,1,0,1,5.89050245203543,"vcm",500,16,2,4000,"1"
"fpt1",1,3,FALSE,0,0,0,5.47198438504711,"vcm",500,16,2,4000,"1"
"fpt1",1,4,TRUE,1,0,0,5.54793765908107,"vcm",500,16,2,4000,"1"
"fpt1",1,5,TRUE,1,1,0,5.52933342393953,"vcm",500,16,2,4000,"1"
"fpt1",1,6,TRUE,1,0,1,6.11102069099434,"vcm",500,16,2,4000,"1"
"fpt1",1,7,FALSE,0,0,0,5.45866206800565,"vcm",500,16,2,4000,"1"
"fpt1",1,8,TRUE,1,0,0,5.48269809701014,"vcm",500,16,2,4000,"1"
"fpt1",1,9,TRUE,1,1,0,5.5881289599929,"vcm",500,16,2,4000,"1"
"fpt1",1,10,TRUE,1,0,1,6.24699927598704,"vcm",500,16,2,4000,"1"
"fpt1",1,11,FALSE,0,0,0,5.43620603496674,"vcm",500,16,2,4000,"1"
"fpt1",1,12,TRUE,1,0,0,5.49817256792448,"vcm",500,16,2,4000,"1"
"fpt1",1,13,TRUE,1,1,0,5.59271470108069,"vcm",500,16,2,4000,"1"
"fpt1",1,14,TRUE,0,0,1,6.16046934190672,"vcm",500,16,2,4000,"1"
"fpt1",1,15,FALSE,0,0,0,5.44111354800407,"vcm",500,16,2,4000,"1"
"fpt2",1,1,TRUE,0,1,1,4.6834711470874,"vcm",500,16,2,4000,"1"
"fpt2",1,2,TRUE,1,0,1,4.5547807860421,"vcm",500,16,2,4000,"1"
"fpt2",1,3,FALSE,0,0,0,4.03115707403049,"vcm",500,16,2,4000,"1"
"fpt2",1,4,FALSE,0,0,0,4.14346731896512,"vcm",500,16,2,4000,"1"
"fpt2",1,5,TRUE,1,0,0,4.09143698308617,"vcm",500,16,2,4000,"1"
"fpt2",1,6,FALSE,0,0,0,4.10863379505463,"vcm",500,16,2,4000,"1"
"fpt2",1,7,TRUE,1,0,0,4.12454970600083,"vcm",500,16,2,4000,"1"
"fpt2",1,8,FALSE,0,0,0,4.1081590190297,"vcm",500,16,2,4000,"1"
"fpt2",1,9,TRUE,1,0,0,4.12595855700783,"vcm",500,16,2,4000,"1"
"fpt2",1,10,TRUE,0,1,0,4.22678256500512,"vcm",500,16,2,4000,"1"
"fpt2",1,11,FALSE,0,0,0,3.99538737803232,"vcm",500,16,2,4000,"1"
"fpt2",1,12,TRUE,1,0,0,4.23634414002299,"vcm",500,16,2,4000,"1"
"fpt2",1,13,TRUE,0,1,0,4.1567202169681,"vcm",500,16,2,4000,"1"
"fpt2",1,14,FALSE,0,0,0,4.1347619589651,"vcm",500,16,2,4000,"1"
"fpt2",1,15,TRUE,1,0,0,4.17016380606219,"vcm",500,16,2,4000,"1"
