"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,TRUE,1,0,0,3.27487800398376,"vcm",250,16,2,4000,"3"
"grad",1,2,TRUE,0,1,0,3.43571006995626,"vcm",250,16,2,4000,"3"
"grad",1,3,TRUE,0,1,0,3.32577069406398,"vcm",250,16,2,4000,"3"
"grad",1,4,TRUE,1,0,1,3.71548898902256,"vcm",250,16,2,4000,"3"
"grad",1,5,TRUE,1,0,1,3.60087703797035,"vcm",250,16,2,4000,"3"
"grad",1,6,TRUE,1,0,1,3.73214493098203,"vcm",250,16,2,4000,"3"
"grad",1,7,TRUE,1,0,1,3.60350081697106,"vcm",250,16,2,4000,"3"
"grad",1,8,TRUE,1,0,1,3.72537902602926,"vcm",250,16,2,4000,"3"
"grad",1,9,TRUE,1,0,1,3.61611741303932,"vcm",250,16,2,4000,"3"
"grad",1,10,TRUE,1,0,1,3.70504386804532,"vcm",250,16,2,4000,"3"
"grad",1,11,TRUE,1,0,1,3.59785257210024,"vcm",250,16,2,4000,"3"
"grad",1,12,TRUE,1,0,1,3.7013661400415,"vcm",250,16,2,4000,"3"
"grad",1,13,TRUE,1,0,1,3.61626093508676,"vcm",250,16,2,4000,"3"
"grad",1,14,TRUE,1,0,1,3.72074584406801,"vcm",250,16,2,4000,"3"
"grad",1,15,TRUE,1,0,1,3.6290679119993,"vcm",250,16,2,4000,"3"
"fpt1",1,1,TRUE,1,0,2,3.34958254511002,"vcm",250,16,2,4000,"3"
"fpt1",1,2,TRUE,1,0,1,3.08121860399842,"vcm",250,16,2,4000,"3"
"fpt1",1,3,FALSE,0,0,0,2.71435515896883,"vcm",250,16,2,4000,"3"
"fpt1",1,4,TRUE,1,0,0,2.79631745698862,"vcm",250,16,2,4000,"3"
"fpt1",1,5,TRUE,1,1,0,2.77441057399847,"vcm",250,16,2,4000,"3"
"fpt1",1,6,TRUE,1,0,1,3.22390826302581,"vcm",250,16,2,4000,"3"
"fpt1",1,7,FALSE,0,0,0,2.73937362898141,"vcm",250,16,2,4000,"3"
"fpt1",1,8,TRUE,1,0,0,2.80771933298092,"vcm",250,16,2,4000,"3"
"fpt1",1,9,TRUE,0,1,0,2.77684639196377,"vcm",250,16,2,4000,"3"
"fpt1",1,10,TRUE,1,0,1,3.2728408210678,"vcm",250,16,2,4000,"3"
"fpt1",1,11,FALSE,0,0,0,2.70078666508198,"vcm",250,16,2,4000,"3"
"fpt1",1,12,TRUE,1,0,0,2.7762934450293,"vcm",250,16,2,4000,"3"
"fpt1",1,13,TRUE,1,1,0,2.84091405908111,"vcm",250,16,2,4000,"3"
"fpt1",1,14,TRUE,1,0,1,3.20278982201125,"vcm",250,16,2,4000,"3"
"fpt1",1,15,FALSE,0,0,0,2.74444987403695,"vcm",250,16,2,4000,"3"
"fpt2",1,1,TRUE,1,1,1,2.58264749904629,"vcm",250,16,2,4000,"3"
"fpt2",1,2,FALSE,0,0,0,2.08322226395831,"vcm",250,16,2,4000,"3"
"fpt2",1,3,TRUE,1,0,0,2.09847569803242,"vcm",250,16,2,4000,"3"
"fpt2",1,4,TRUE,0,1,0,2.1276866060216,"vcm",250,16,2,4000,"3"
"fpt2",1,5,TRUE,0,0,1,2.44130513898563,"vcm",250,16,2,4000,"3"
"fpt2",1,6,FALSE,0,0,0,2.04189033503644,"vcm",250,16,2,4000,"3"
"fpt2",1,7,TRUE,1,0,0,2.10645109997131,"vcm",250,16,2,4000,"3"
"fpt2",1,8,TRUE,0,1,0,2.12983665603679,"vcm",250,16,2,4000,"3"
"fpt2",1,9,TRUE,0,0,1,2.56686782999896,"vcm",250,16,2,4000,"3"
"fpt2",1,10,FALSE,0,0,0,2.0604680380784,"vcm",250,16,2,4000,"3"
"fpt2",1,11,TRUE,1,0,0,2.11230483104009,"vcm",250,16,2,4000,"3"
"fpt2",1,12,TRUE,0,0,1,2.39444017398637,"vcm",250,16,2,4000,"3"
"fpt2",1,13,FALSE,0,0,0,2.05572165502235,"vcm",250,16,2,4000,"3"
"fpt2",1,14,TRUE,1,0,0,2.09875663090497,"vcm",250,16,2,4000,"3"
"fpt2",1,15,TRUE,0,1,0,2.11370532610454,"vcm",250,16,2,4000,"3"
