"K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN","grad","fpt2","fpt2_FACTOR"
256,5,10000,1,"vcm","4",4,NA,"lm_forest",3.29003489308525,1.45017207309138,2.26872034990425
64,5,10000,1,"vcm","4",4,NA,"lm_forest",0.39411044109147,0.323813262046315,1.21709172317686
16,5,10000,1,"vcm","4",4,NA,"lm_forest",0.133360615116544,0.112285639159381,1.18769075114983
4,5,10000,1,"vcm","4",4,NA,"lm_forest",0.082507262006402,0.077362313051708,1.06650459056537
256,5,20000,1,"vcm","4",4,NA,"lm_forest",7.30094977596309,3.7073016979266,1.96934330433542
64,5,20000,1,"vcm","4",4,NA,"lm_forest",0.962859206134453,0.61949239205569,1.55427123638977
16,5,20000,1,"vcm","4",4,NA,"lm_forest",0.266298672999255,0.220837712986395,1.20585686836768
4,5,20000,1,"vcm","4",4,NA,"lm_forest",0.185115612111986,0.172378497081809,1.07389039378927
256,5,10000,50,"vcm","4",4,NA,"lm_forest",51.4839241279988,24.2377647750545,2.1241201326034
64,5,10000,50,"vcm","4",4,NA,"lm_forest",3.87702669808641,2.27806735015474,1.70189292156927
16,5,10000,50,"vcm","4",4,NA,"lm_forest",1.30512574606109,1.03785857500043,1.25751790995277
4,5,10000,50,"vcm","4",4,NA,"lm_forest",0.971927745151334,0.932045339024626,1.04279019963604
256,5,20000,50,"vcm","4",4,NA,"lm_forest",80.1401671679923,40.2371308059664,1.99169686214577
64,5,20000,50,"vcm","4",4,NA,"lm_forest",10.0746498740045,6.95328363403678,1.44890535238466
16,5,20000,50,"vcm","4",4,NA,"lm_forest",2.90397612715606,2.46833201206755,1.1764933213841
4,5,20000,50,"vcm","4",4,NA,"lm_forest",2.12851040391251,1.98461062798742,1.07250781281516
256,5,10000,100,"vcm","4",4,NA,"lm_forest",64.8650904741371,31.351706842077,2.06894925373192
64,5,10000,100,"vcm","4",4,NA,"lm_forest",8.48224581091199,6.18280407902785,1.37190920211816
16,5,10000,100,"vcm","4",4,NA,"lm_forest",2.55195855512284,2.10305348900147,1.21345394611647
4,5,10000,100,"vcm","4",4,NA,"lm_forest",1.96113918116316,1.76420852402225,1.11162549917394
256,5,20000,100,"vcm","4",4,NA,"lm_forest",166.610201371019,80.7580884499475,2.06307757611525
64,5,20000,100,"vcm","4",4,NA,"lm_forest",22.7442303540884,14.0495650549419,1.61885654574681
16,5,20000,100,"vcm","4",4,NA,"lm_forest",5.71589305193629,4.58356271509547,1.24704152800432
4,5,20000,100,"vcm","4",4,NA,"lm_forest",4.66289056907408,3.83522540295962,1.21580613370879
