"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",256,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",0.141459045444389
"FPT",256,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",0.141459045444389
"grad",256,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest",0.143784045535088
"FPT",256,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest",0.143784045535088
"grad",256,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest",0.212502264339883
"FPT",256,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest",0.212502264339883
"grad",256,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest",0.127076723891212
"FPT",256,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest",0.127076723891212
"grad",256,5,20000,100,7,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,7,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,8,"hte","5",4,3,"multi_arm_causal_forest",0.175398874831257
"FPT",256,5,20000,100,8,"hte","5",4,3,"multi_arm_causal_forest",0.175398874831257
"grad",256,5,20000,100,9,"hte","5",4,3,"multi_arm_causal_forest",0.172489534115354
"FPT",256,5,20000,100,9,"hte","5",4,3,"multi_arm_causal_forest",0.172489534115354
"grad",256,5,20000,100,10,"hte","5",4,3,"multi_arm_causal_forest",0.125138017690744
"FPT",256,5,20000,100,10,"hte","5",4,3,"multi_arm_causal_forest",0.125138017690744
"grad",256,5,20000,100,11,"hte","5",4,3,"multi_arm_causal_forest",0.118266427307172
"FPT",256,5,20000,100,11,"hte","5",4,3,"multi_arm_causal_forest",0.118266427307172
"grad",256,5,20000,100,12,"hte","5",4,3,"multi_arm_causal_forest",0.129427518219498
"FPT",256,5,20000,100,12,"hte","5",4,3,"multi_arm_causal_forest",0.129427518219498
"grad",256,5,20000,100,13,"hte","5",4,3,"multi_arm_causal_forest",0.148121998198055
"FPT",256,5,20000,100,13,"hte","5",4,3,"multi_arm_causal_forest",0.148121998198055
"grad",256,5,20000,100,14,"hte","5",4,3,"multi_arm_causal_forest",0.117353205357777
"FPT",256,5,20000,100,14,"hte","5",4,3,"multi_arm_causal_forest",0.117353205357777
"grad",256,5,20000,100,15,"hte","5",4,3,"multi_arm_causal_forest",0.195644965134647
"FPT",256,5,20000,100,15,"hte","5",4,3,"multi_arm_causal_forest",0.195644965134647
"grad",256,5,20000,100,16,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,16,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,17,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,17,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,18,"hte","5",4,3,"multi_arm_causal_forest",0.157893897987276
"FPT",256,5,20000,100,18,"hte","5",4,3,"multi_arm_causal_forest",0.157893897987276
"grad",256,5,20000,100,19,"hte","5",4,3,"multi_arm_causal_forest",0.143731009643006
"FPT",256,5,20000,100,19,"hte","5",4,3,"multi_arm_causal_forest",0.143731009643006
"grad",256,5,20000,100,20,"hte","5",4,3,"multi_arm_causal_forest",0.170394078435215
"FPT",256,5,20000,100,20,"hte","5",4,3,"multi_arm_causal_forest",0.170394078435215
"grad",256,5,20000,100,21,"hte","5",4,3,"multi_arm_causal_forest",0.164826163700037
"FPT",256,5,20000,100,21,"hte","5",4,3,"multi_arm_causal_forest",0.164826163700037
"grad",256,5,20000,100,22,"hte","5",4,3,"multi_arm_causal_forest",0.17422648959692
"FPT",256,5,20000,100,22,"hte","5",4,3,"multi_arm_causal_forest",0.17422648959692
"grad",256,5,20000,100,23,"hte","5",4,3,"multi_arm_causal_forest",0.151004014839577
"FPT",256,5,20000,100,23,"hte","5",4,3,"multi_arm_causal_forest",0.151004014839577
"grad",256,5,20000,100,24,"hte","5",4,3,"multi_arm_causal_forest",0.16155043479175
"FPT",256,5,20000,100,24,"hte","5",4,3,"multi_arm_causal_forest",0.16155043479175
"grad",256,5,20000,100,25,"hte","5",4,3,"multi_arm_causal_forest",0.108422484431097
"FPT",256,5,20000,100,25,"hte","5",4,3,"multi_arm_causal_forest",0.108422484431097
"grad",256,5,20000,100,26,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,26,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,27,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,27,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,28,"hte","5",4,3,"multi_arm_causal_forest",0.174259529251111
"FPT",256,5,20000,100,28,"hte","5",4,3,"multi_arm_causal_forest",0.174259529251111
"grad",256,5,20000,100,29,"hte","5",4,3,"multi_arm_causal_forest",0.206431748791598
"FPT",256,5,20000,100,29,"hte","5",4,3,"multi_arm_causal_forest",0.206431748791598
"grad",256,5,20000,100,30,"hte","5",4,3,"multi_arm_causal_forest",0.121871669869857
"FPT",256,5,20000,100,30,"hte","5",4,3,"multi_arm_causal_forest",0.121871669869857
"grad",256,5,20000,100,31,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,31,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,32,"hte","5",4,3,"multi_arm_causal_forest",0.247376658305291
"FPT",256,5,20000,100,32,"hte","5",4,3,"multi_arm_causal_forest",0.247376658305291
"grad",256,5,20000,100,33,"hte","5",4,3,"multi_arm_causal_forest",0.136673113202018
"FPT",256,5,20000,100,33,"hte","5",4,3,"multi_arm_causal_forest",0.136673113202018
"grad",256,5,20000,100,34,"hte","5",4,3,"multi_arm_causal_forest",0.152613430556983
"FPT",256,5,20000,100,34,"hte","5",4,3,"multi_arm_causal_forest",0.152613430556983
"grad",256,5,20000,100,35,"hte","5",4,3,"multi_arm_causal_forest",0.158891774287583
"FPT",256,5,20000,100,35,"hte","5",4,3,"multi_arm_causal_forest",0.158891774287583
"grad",256,5,20000,100,36,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,36,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,37,"hte","5",4,3,"multi_arm_causal_forest",0.137284321190928
"FPT",256,5,20000,100,37,"hte","5",4,3,"multi_arm_causal_forest",0.137284321190928
"grad",256,5,20000,100,38,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,38,"hte","5",4,3,"multi_arm_causal_forest",NA
"grad",256,5,20000,100,39,"hte","5",4,3,"multi_arm_causal_forest",0.103655142622428
"FPT",256,5,20000,100,39,"hte","5",4,3,"multi_arm_causal_forest",0.103655142622428
"grad",256,5,20000,100,40,"hte","5",4,3,"multi_arm_causal_forest",NA
"FPT",256,5,20000,100,40,"hte","5",4,3,"multi_arm_causal_forest",NA
