"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",256,5,20000,100,1,"hte","3",2,1,"multi_arm_causal_forest",0.126196352916324
"FPT",256,5,20000,100,1,"hte","3",2,1,"multi_arm_causal_forest",0.116215456243212
"grad",256,5,20000,100,2,"hte","3",2,1,"multi_arm_causal_forest",0.304210640069869
"FPT",256,5,20000,100,2,"hte","3",2,1,"multi_arm_causal_forest",0.293242165315131
"grad",256,5,20000,100,3,"hte","3",2,1,"multi_arm_causal_forest",0.147135669165276
"FPT",256,5,20000,100,3,"hte","3",2,1,"multi_arm_causal_forest",0.139983381609133
"grad",256,5,20000,100,4,"hte","3",2,1,"multi_arm_causal_forest",0.146201342869216
"FPT",256,5,20000,100,4,"hte","3",2,1,"multi_arm_causal_forest",0.138808619802055
"grad",256,5,20000,100,5,"hte","3",2,1,"multi_arm_causal_forest",0.164198039986257
"FPT",256,5,20000,100,5,"hte","3",2,1,"multi_arm_causal_forest",0.149822208173267
"grad",256,5,20000,100,6,"hte","3",2,1,"multi_arm_causal_forest",0.171136598819926
"FPT",256,5,20000,100,6,"hte","3",2,1,"multi_arm_causal_forest",0.162725417810513
"grad",256,5,20000,100,7,"hte","3",2,1,"multi_arm_causal_forest",0.172029658721017
"FPT",256,5,20000,100,7,"hte","3",2,1,"multi_arm_causal_forest",0.153556081098642
"grad",256,5,20000,100,8,"hte","3",2,1,"multi_arm_causal_forest",0.165976687117043
"FPT",256,5,20000,100,8,"hte","3",2,1,"multi_arm_causal_forest",0.14876824302682
"grad",256,5,20000,100,9,"hte","3",2,1,"multi_arm_causal_forest",0.13568145538088
"FPT",256,5,20000,100,9,"hte","3",2,1,"multi_arm_causal_forest",0.130724732301776
"grad",256,5,20000,100,10,"hte","3",2,1,"multi_arm_causal_forest",0.14826683859218
"FPT",256,5,20000,100,10,"hte","3",2,1,"multi_arm_causal_forest",0.137182901487852
"grad",256,5,20000,100,11,"hte","3",2,1,"multi_arm_causal_forest",0.147624086949289
"FPT",256,5,20000,100,11,"hte","3",2,1,"multi_arm_causal_forest",0.141025227998198
"grad",256,5,20000,100,12,"hte","3",2,1,"multi_arm_causal_forest",0.198092471759646
"FPT",256,5,20000,100,12,"hte","3",2,1,"multi_arm_causal_forest",0.182495236812754
"grad",256,5,20000,100,13,"hte","3",2,1,"multi_arm_causal_forest",0.146526787570371
"FPT",256,5,20000,100,13,"hte","3",2,1,"multi_arm_causal_forest",0.123910320734204
"grad",256,5,20000,100,14,"hte","3",2,1,"multi_arm_causal_forest",0.129436347038107
"FPT",256,5,20000,100,14,"hte","3",2,1,"multi_arm_causal_forest",0.120295079819892
"grad",256,5,20000,100,15,"hte","3",2,1,"multi_arm_causal_forest",0.14162738225083
"FPT",256,5,20000,100,15,"hte","3",2,1,"multi_arm_causal_forest",0.133800111966302
"grad",256,5,20000,100,16,"hte","3",2,1,"multi_arm_causal_forest",0.15100043451849
"FPT",256,5,20000,100,16,"hte","3",2,1,"multi_arm_causal_forest",0.14301118885978
"grad",256,5,20000,100,17,"hte","3",2,1,"multi_arm_causal_forest",0.208598587552054
"FPT",256,5,20000,100,17,"hte","3",2,1,"multi_arm_causal_forest",0.191796581721135
"grad",256,5,20000,100,18,"hte","3",2,1,"multi_arm_causal_forest",0.199635542783883
"FPT",256,5,20000,100,18,"hte","3",2,1,"multi_arm_causal_forest",0.189833279344348
"grad",256,5,20000,100,19,"hte","3",2,1,"multi_arm_causal_forest",0.158423588486969
"FPT",256,5,20000,100,19,"hte","3",2,1,"multi_arm_causal_forest",0.146416984717064
"grad",256,5,20000,100,20,"hte","3",2,1,"multi_arm_causal_forest",0.168040223024456
"FPT",256,5,20000,100,20,"hte","3",2,1,"multi_arm_causal_forest",0.153098821155794
"grad",256,5,20000,100,21,"hte","3",2,1,"multi_arm_causal_forest",0.174582970716394
"FPT",256,5,20000,100,21,"hte","3",2,1,"multi_arm_causal_forest",0.165973874895498
"grad",256,5,20000,100,22,"hte","3",2,1,"multi_arm_causal_forest",0.177475770928646
"FPT",256,5,20000,100,22,"hte","3",2,1,"multi_arm_causal_forest",0.166187701128364
"grad",256,5,20000,100,23,"hte","3",2,1,"multi_arm_causal_forest",0.150338567289119
"FPT",256,5,20000,100,23,"hte","3",2,1,"multi_arm_causal_forest",0.138436100860612
"grad",256,5,20000,100,24,"hte","3",2,1,"multi_arm_causal_forest",0.186439140517007
"FPT",256,5,20000,100,24,"hte","3",2,1,"multi_arm_causal_forest",0.168069780475182
"grad",256,5,20000,100,25,"hte","3",2,1,"multi_arm_causal_forest",0.154516536605019
"FPT",256,5,20000,100,25,"hte","3",2,1,"multi_arm_causal_forest",0.153872611950585
"grad",256,5,20000,100,26,"hte","3",2,1,"multi_arm_causal_forest",0.154064028844367
"FPT",256,5,20000,100,26,"hte","3",2,1,"multi_arm_causal_forest",0.14727555708623
"grad",256,5,20000,100,27,"hte","3",2,1,"multi_arm_causal_forest",0.164253120434267
"FPT",256,5,20000,100,27,"hte","3",2,1,"multi_arm_causal_forest",0.147018121422814
"grad",256,5,20000,100,28,"hte","3",2,1,"multi_arm_causal_forest",0.146951907070281
"FPT",256,5,20000,100,28,"hte","3",2,1,"multi_arm_causal_forest",0.138346227281676
"grad",256,5,20000,100,29,"hte","3",2,1,"multi_arm_causal_forest",0.136888329130738
"FPT",256,5,20000,100,29,"hte","3",2,1,"multi_arm_causal_forest",0.12634232254356
"grad",256,5,20000,100,30,"hte","3",2,1,"multi_arm_causal_forest",0.170207676195776
"FPT",256,5,20000,100,30,"hte","3",2,1,"multi_arm_causal_forest",0.157241045438926
"grad",256,5,20000,100,31,"hte","3",2,1,"multi_arm_causal_forest",0.147728498444091
"FPT",256,5,20000,100,31,"hte","3",2,1,"multi_arm_causal_forest",0.139430455789174
"grad",256,5,20000,100,32,"hte","3",2,1,"multi_arm_causal_forest",0.215186657422155
"FPT",256,5,20000,100,32,"hte","3",2,1,"multi_arm_causal_forest",0.196933931347416
"grad",256,5,20000,100,33,"hte","3",2,1,"multi_arm_causal_forest",0.132170805799424
"FPT",256,5,20000,100,33,"hte","3",2,1,"multi_arm_causal_forest",0.115271304221608
"grad",256,5,20000,100,34,"hte","3",2,1,"multi_arm_causal_forest",0.142712522248975
"FPT",256,5,20000,100,34,"hte","3",2,1,"multi_arm_causal_forest",0.133625323459064
"grad",256,5,20000,100,35,"hte","3",2,1,"multi_arm_causal_forest",0.156199347371972
"FPT",256,5,20000,100,35,"hte","3",2,1,"multi_arm_causal_forest",0.141803331549783
"grad",256,5,20000,100,36,"hte","3",2,1,"multi_arm_causal_forest",0.157669196425973
"FPT",256,5,20000,100,36,"hte","3",2,1,"multi_arm_causal_forest",0.145597334651064
"grad",256,5,20000,100,37,"hte","3",2,1,"multi_arm_causal_forest",0.149542092675319
"FPT",256,5,20000,100,37,"hte","3",2,1,"multi_arm_causal_forest",0.137282324805168
"grad",256,5,20000,100,38,"hte","3",2,1,"multi_arm_causal_forest",0.148118123153667
"FPT",256,5,20000,100,38,"hte","3",2,1,"multi_arm_causal_forest",0.138797400491267
"grad",256,5,20000,100,39,"hte","3",2,1,"multi_arm_causal_forest",0.149344911301095
"FPT",256,5,20000,100,39,"hte","3",2,1,"multi_arm_causal_forest",0.13940720247196
"grad",256,5,20000,100,40,"hte","3",2,1,"multi_arm_causal_forest",0.165375714158812
"FPT",256,5,20000,100,40,"hte","3",2,1,"multi_arm_causal_forest",0.147388310636171
