"method","median","K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN"
"grad",3.44459603808355,256,5,10000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",1.48110407916829,256,5,10000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.382496629958041,64,5,10000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.24041037412826,64,5,10000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.123175430926494,16,5,10000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.101442763116211,16,5,10000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.100446456111968,4,5,10000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0870150121627375,4,5,10000,1,"vcm","2",2,NA,"lm_forest"
"grad",6.93013777816668,256,5,20000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",3.69203285512049,256,5,20000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.927099566091783,64,5,20000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.66918361489661,64,5,20000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.302004001103342,16,5,20000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.255817870958708,16,5,20000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.198465041117743,4,5,20000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.178819442982785,4,5,20000,1,"vcm","2",2,NA,"lm_forest"
"grad",39.4216247119475,256,5,10000,50,"vcm","2",2,NA,"lm_forest"
"fpt2",15.9092831058661,256,5,10000,50,"vcm","2",2,NA,"lm_forest"
"grad",4.51001853996422,64,5,10000,50,"vcm","2",2,NA,"lm_forest"
"fpt2",2.64551253803074,64,5,10000,50,"vcm","2",2,NA,"lm_forest"
"grad",1.33181132713798,16,5,10000,50,"vcm","2",2,NA,"lm_forest"
"fpt2",1.10691394004971,16,5,10000,50,"vcm","2",2,NA,"lm_forest"
"grad",0.992049191030674,4,5,10000,50,"vcm","2",2,NA,"lm_forest"
"fpt2",0.89536725601647,4,5,10000,50,"vcm","2",2,NA,"lm_forest"
"grad",117.198872511042,256,5,20000,50,"vcm","2",2,NA,"lm_forest"
"fpt2",45.5225038640201,256,5,20000,50,"vcm","2",2,NA,"lm_forest"
"grad",17.3613108310383,64,5,20000,50,"vcm","2",2,NA,"lm_forest"
"fpt2",12.7845161750447,64,5,20000,50,"vcm","2",2,NA,"lm_forest"
"grad",3.73412356991321,16,5,20000,50,"vcm","2",2,NA,"lm_forest"
"fpt2",2.79388203611597,16,5,20000,50,"vcm","2",2,NA,"lm_forest"
"grad",2.16408821311779,4,5,20000,50,"vcm","2",2,NA,"lm_forest"
"fpt2",1.99256238609087,4,5,20000,50,"vcm","2",2,NA,"lm_forest"
"grad",97.5898368679918,256,5,10000,100,"vcm","2",2,NA,"lm_forest"
"fpt2",43.5321355799679,256,5,10000,100,"vcm","2",2,NA,"lm_forest"
"grad",11.2206734840292,64,5,10000,100,"vcm","2",2,NA,"lm_forest"
"fpt2",7.10947974293958,64,5,10000,100,"vcm","2",2,NA,"lm_forest"
"grad",3.67402938893065,16,5,10000,100,"vcm","2",2,NA,"lm_forest"
"fpt2",2.79418311303016,16,5,10000,100,"vcm","2",2,NA,"lm_forest"
"grad",5.45086712099146,4,5,10000,100,"vcm","2",2,NA,"lm_forest"
"fpt2",3.29162767913658,4,5,10000,100,"vcm","2",2,NA,"lm_forest"
"grad",287.065035966109,256,5,20000,100,"vcm","2",2,NA,"lm_forest"
"fpt2",175.527146235108,256,5,20000,100,"vcm","2",2,NA,"lm_forest"
"grad",21.244346929132,64,5,20000,100,"vcm","2",2,NA,"lm_forest"
"fpt2",13.9352041970706,64,5,20000,100,"vcm","2",2,NA,"lm_forest"
"grad",6.7247430710122,16,5,20000,100,"vcm","2",2,NA,"lm_forest"
"fpt2",6.61323539493605,16,5,20000,100,"vcm","2",2,NA,"lm_forest"
"grad",4.91907096316572,4,5,20000,100,"vcm","2",2,NA,"lm_forest"
"fpt2",4.19646349013783,4,5,20000,100,"vcm","2",2,NA,"lm_forest"
