"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.00395478200164358
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.179844628009076
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0467831529376184
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta5",0.0206804872939641
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta6",0.0362749756666431
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta7",0.0465271742928485
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta8",0.362171408156225
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta9",0.0855572003851306
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta10",0.014018548902611
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta11",0.260776690099934
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta12",0.111205496874569
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta13",0.0222656832231929
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta14",0.167367233484446
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta15",0.291474994435216
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta16",0.560452569069146
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta17",0.0341914771831563
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta18",0.0911217582256343
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta19",0.0175315119158292
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta20",0.00449461876005384
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta21",0.00529526863988606
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta22",0.360782631230801
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta23",0.0260554353934298
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta24",0.00988902149141774
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta25",0.0047763709286492
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta26",0.00802765987284746
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta27",0.126433752493063
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta28",0.0226112947082553
"grad",256,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta29",0.435073481917056
