"K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN","grad","fpt2","fpt2_FACTOR"
256,5,10000,1,"hte","4",3,2,"multi_arm_causal_forest",0.51031224289909,0.35522505606059,1.43658853504987
64,5,10000,1,"hte","4",3,2,"multi_arm_causal_forest",0.244252086034976,0.188330953125842,1.29693012211204
16,5,10000,1,"hte","4",3,2,"multi_arm_causal_forest",0.103897784953006,0.0873360249679536,1.18963262858745
4,5,10000,1,"hte","4",3,2,"multi_arm_causal_forest",0.0656165521359071,0.0628570450935513,1.04390131668214
256,5,20000,1,"hte","4",3,2,"multi_arm_causal_forest",2.4813594770385,2.22281488508452,1.11631404562245
64,5,20000,1,"hte","4",3,2,"multi_arm_causal_forest",0.795691411942244,0.709858738002367,1.12091514740161
16,5,20000,1,"hte","4",3,2,"multi_arm_causal_forest",0.275262828101404,0.243234339985065,1.13167749306412
4,5,20000,1,"hte","4",3,2,"multi_arm_causal_forest",0.16887408203911,0.147978640045039,1.14120579826731
256,5,10000,50,"hte","4",3,2,"multi_arm_causal_forest",8.36346812802367,6.90913108712994,1.21049492657663
64,5,10000,50,"hte","4",3,2,"multi_arm_causal_forest",1.80686776502989,1.63228373008315,1.10695691669846
16,5,10000,50,"hte","4",3,2,"multi_arm_causal_forest",0.900100599974394,0.801618894911371,1.12285352265045
4,5,10000,50,"hte","4",3,2,"multi_arm_causal_forest",0.682874821126461,0.657566348090768,1.03848809037928
256,5,20000,50,"hte","4",3,2,"multi_arm_causal_forest",18.0147817760007,15.0550663670292,1.19659265105954
64,5,20000,50,"hte","4",3,2,"multi_arm_causal_forest",6.99903369508684,6.1289478011895,1.14196333891577
16,5,20000,50,"hte","4",3,2,"multi_arm_causal_forest",2.535326421028,2.30137100501452,1.10165914817894
4,5,20000,50,"hte","4",3,2,"multi_arm_causal_forest",1.66529642103706,1.56803837011103,1.06202530038799
256,5,10000,100,"hte","4",3,2,"multi_arm_causal_forest",16.8175498951459,13.8666507480666,1.2128054712484
64,5,10000,100,"hte","4",3,2,"multi_arm_causal_forest",3.46303298813291,3.10112428106368,1.11670241959639
16,5,10000,100,"hte","4",3,2,"multi_arm_causal_forest",1.78349629999138,1.59697142604273,1.1167991304709
4,5,10000,100,"hte","4",3,2,"multi_arm_causal_forest",1.46169157000259,1.30081156198867,1.12367664365465
256,5,20000,100,"hte","4",3,2,"multi_arm_causal_forest",35.6290564171504,30.2676197369583,1.17713440061643
64,5,20000,100,"hte","4",3,2,"multi_arm_causal_forest",14.2446242091246,12.7777962349355,1.11479506694422
16,5,20000,100,"hte","4",3,2,"multi_arm_causal_forest",4.81424357404467,4.34644860692788,1.10762694084802
4,5,20000,100,"hte","4",3,2,"multi_arm_causal_forest",3.71022567606997,3.45167406799737,1.0749061478515
