"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",256,5,20000,100,1,"vcm","1",1,NA,"lm_forest",0.00301374800172975
"FPT",256,5,20000,100,1,"vcm","1",1,NA,"lm_forest",0.00310283739406878
"grad",256,5,20000,100,2,"vcm","1",1,NA,"lm_forest",0.00326618242286311
"FPT",256,5,20000,100,2,"vcm","1",1,NA,"lm_forest",0.00306240275054804
"grad",256,5,20000,100,3,"vcm","1",1,NA,"lm_forest",0.00336684991960431
"FPT",256,5,20000,100,3,"vcm","1",1,NA,"lm_forest",0.00349827580957212
"grad",256,5,20000,100,4,"vcm","1",1,NA,"lm_forest",0.00373234364908381
"FPT",256,5,20000,100,4,"vcm","1",1,NA,"lm_forest",0.00352007124701487
"grad",256,5,20000,100,5,"vcm","1",1,NA,"lm_forest",0.00346515317073005
"FPT",256,5,20000,100,5,"vcm","1",1,NA,"lm_forest",0.00344886019730428
"grad",256,5,20000,100,6,"vcm","1",1,NA,"lm_forest",0.00306505768299338
"FPT",256,5,20000,100,6,"vcm","1",1,NA,"lm_forest",0.00300315381778493
"grad",256,5,20000,100,7,"vcm","1",1,NA,"lm_forest",0.00299730921785603
"FPT",256,5,20000,100,7,"vcm","1",1,NA,"lm_forest",0.0029914541097699
"grad",256,5,20000,100,8,"vcm","1",1,NA,"lm_forest",0.00302034274605808
"FPT",256,5,20000,100,8,"vcm","1",1,NA,"lm_forest",0.00315910626176783
"grad",256,5,20000,100,9,"vcm","1",1,NA,"lm_forest",0.00321901439709523
"FPT",256,5,20000,100,9,"vcm","1",1,NA,"lm_forest",0.0031913475218423
"grad",256,5,20000,100,10,"vcm","1",1,NA,"lm_forest",0.0034292463659645
"FPT",256,5,20000,100,10,"vcm","1",1,NA,"lm_forest",0.00336608662780585
"grad",256,5,20000,100,11,"vcm","1",1,NA,"lm_forest",0.00315778558219064
"FPT",256,5,20000,100,11,"vcm","1",1,NA,"lm_forest",0.00322192898440822
"grad",256,5,20000,100,12,"vcm","1",1,NA,"lm_forest",0.00269388509194925
"FPT",256,5,20000,100,12,"vcm","1",1,NA,"lm_forest",0.00278316673362727
"grad",256,5,20000,100,13,"vcm","1",1,NA,"lm_forest",0.00299826023340493
"FPT",256,5,20000,100,13,"vcm","1",1,NA,"lm_forest",0.00313818202046123
"grad",256,5,20000,100,14,"vcm","1",1,NA,"lm_forest",0.00315492867982118
"FPT",256,5,20000,100,14,"vcm","1",1,NA,"lm_forest",0.0031500796934364
"grad",256,5,20000,100,15,"vcm","1",1,NA,"lm_forest",0.00384828865495398
"FPT",256,5,20000,100,15,"vcm","1",1,NA,"lm_forest",0.00373189489884833
"grad",256,5,20000,100,16,"vcm","1",1,NA,"lm_forest",0.00345320396906401
"FPT",256,5,20000,100,16,"vcm","1",1,NA,"lm_forest",0.0033800354243255
"grad",256,5,20000,100,17,"vcm","1",1,NA,"lm_forest",0.00343881084678145
"FPT",256,5,20000,100,17,"vcm","1",1,NA,"lm_forest",0.00332600335477924
"grad",256,5,20000,100,18,"vcm","1",1,NA,"lm_forest",0.00294130137376224
"FPT",256,5,20000,100,18,"vcm","1",1,NA,"lm_forest",0.00305729113622231
"grad",256,5,20000,100,19,"vcm","1",1,NA,"lm_forest",0.00289774415495446
"FPT",256,5,20000,100,19,"vcm","1",1,NA,"lm_forest",0.00292621511431638
"grad",256,5,20000,100,20,"vcm","1",1,NA,"lm_forest",0.00321311563135913
"FPT",256,5,20000,100,20,"vcm","1",1,NA,"lm_forest",0.00319250161971051
"grad",256,5,20000,100,21,"vcm","1",1,NA,"lm_forest",0.003389294575982
"FPT",256,5,20000,100,21,"vcm","1",1,NA,"lm_forest",0.00325824391915812
"grad",256,5,20000,100,22,"vcm","1",1,NA,"lm_forest",0.00294890786858499
"FPT",256,5,20000,100,22,"vcm","1",1,NA,"lm_forest",0.00279609807934791
"grad",256,5,20000,100,23,"vcm","1",1,NA,"lm_forest",0.00350927282440221
"FPT",256,5,20000,100,23,"vcm","1",1,NA,"lm_forest",0.00356664093056891
"grad",256,5,20000,100,24,"vcm","1",1,NA,"lm_forest",0.00318943991488234
"FPT",256,5,20000,100,24,"vcm","1",1,NA,"lm_forest",0.0031353893213517
"grad",256,5,20000,100,25,"vcm","1",1,NA,"lm_forest",0.00292854208218912
"FPT",256,5,20000,100,25,"vcm","1",1,NA,"lm_forest",0.0029704244382183
"grad",256,5,20000,100,26,"vcm","1",1,NA,"lm_forest",0.00279944658375698
"FPT",256,5,20000,100,26,"vcm","1",1,NA,"lm_forest",0.00282175253389791
"grad",256,5,20000,100,27,"vcm","1",1,NA,"lm_forest",0.00350040483018032
"FPT",256,5,20000,100,27,"vcm","1",1,NA,"lm_forest",0.00353399196660471
"grad",256,5,20000,100,28,"vcm","1",1,NA,"lm_forest",0.00335309214778358
"FPT",256,5,20000,100,28,"vcm","1",1,NA,"lm_forest",0.00334002577447976
"grad",256,5,20000,100,29,"vcm","1",1,NA,"lm_forest",0.00352456851251021
"FPT",256,5,20000,100,29,"vcm","1",1,NA,"lm_forest",0.00352767871439101
"grad",256,5,20000,100,30,"vcm","1",1,NA,"lm_forest",0.00322752749924586
"FPT",256,5,20000,100,30,"vcm","1",1,NA,"lm_forest",0.00328380677401019
"grad",256,5,20000,100,31,"vcm","1",1,NA,"lm_forest",0.0031887634899955
"FPT",256,5,20000,100,31,"vcm","1",1,NA,"lm_forest",0.00324106998926556
"grad",256,5,20000,100,32,"vcm","1",1,NA,"lm_forest",0.00330989135388734
"FPT",256,5,20000,100,32,"vcm","1",1,NA,"lm_forest",0.00332569037006434
"grad",256,5,20000,100,33,"vcm","1",1,NA,"lm_forest",0.00285605287422889
"FPT",256,5,20000,100,33,"vcm","1",1,NA,"lm_forest",0.00285895650641351
"grad",256,5,20000,100,34,"vcm","1",1,NA,"lm_forest",0.00334681985596522
"FPT",256,5,20000,100,34,"vcm","1",1,NA,"lm_forest",0.00338697225238012
"grad",256,5,20000,100,35,"vcm","1",1,NA,"lm_forest",0.00324377485104125
"FPT",256,5,20000,100,35,"vcm","1",1,NA,"lm_forest",0.00312685450581935
"grad",256,5,20000,100,36,"vcm","1",1,NA,"lm_forest",0.00308471803017704
"FPT",256,5,20000,100,36,"vcm","1",1,NA,"lm_forest",0.00307908909144632
"grad",256,5,20000,100,37,"vcm","1",1,NA,"lm_forest",0.00348322714443867
"FPT",256,5,20000,100,37,"vcm","1",1,NA,"lm_forest",0.00361197059266408
"grad",256,5,20000,100,38,"vcm","1",1,NA,"lm_forest",0.0030673774926809
"FPT",256,5,20000,100,38,"vcm","1",1,NA,"lm_forest",0.00297731450510953
"grad",256,5,20000,100,39,"vcm","1",1,NA,"lm_forest",0.00304312859115197
"FPT",256,5,20000,100,39,"vcm","1",1,NA,"lm_forest",0.00304324002511891
"grad",256,5,20000,100,40,"vcm","1",1,NA,"lm_forest",0.0033724491610184
"FPT",256,5,20000,100,40,"vcm","1",1,NA,"lm_forest",0.00328277497483748
