"K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN","grad","fpt2","fpt2_FACTOR"
256,5,10000,100,"hte","4",3,2,"multi_arm_causal_forest",22.4746557520702,22.7207577370573,0.989168407680979
256,5,10000,250,"hte","4",3,2,"multi_arm_causal_forest",55.0021205859957,62.4390541460598,0.880892917713531
256,5,10000,500,"hte","4",3,2,"multi_arm_causal_forest",145.013222823036,128.959031663137,1.12449063049601
