"K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN","grad","fpt2","fpt2_FACTOR"
256,5,10000,100,"hte","2",1,2,"multi_arm_causal_forest",24.2705569270765,11.2373892150354,2.15980388884307
256,5,10000,250,"hte","2",1,2,"multi_arm_causal_forest",48.347949103103,36.738248041016,1.31601128744967
256,5,10000,500,"hte","2",1,2,"multi_arm_causal_forest",95.9164003761252,83.3991673880955,1.15008822485938
