"method","median","K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN"
"grad",690.402512024972,256,5,10000,1000,"vcm","4",4,NA,"lm_forest"
"fpt2",280.41766806494,256,5,10000,1000,"vcm","4",4,NA,"lm_forest"
