"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,0.0964295290177688,"hte",100,4,2,1000,"4"
"grad",1,2,FALSE,0,0,0,0.105135698104277,"hte",100,4,2,1000,"4"
"grad",1,3,FALSE,0,0,0,0.106511084130034,"hte",100,4,2,1000,"4"
"grad",1,4,FALSE,0,0,0,0.107133640092798,"hte",100,4,2,1000,"4"
"grad",1,5,FALSE,0,0,0,0.099626032053493,"hte",100,4,2,1000,"4"
"grad",1,6,FALSE,0,0,0,0.0720024770125747,"hte",100,4,2,1000,"4"
"grad",1,7,FALSE,0,0,0,0.072036175057292,"hte",100,4,2,1000,"4"
"grad",1,8,FALSE,0,0,0,0.0720821311697364,"hte",100,4,2,1000,"4"
"grad",1,9,FALSE,0,0,0,0.0724178201053292,"hte",100,4,2,1000,"4"
"grad",1,10,FALSE,0,0,0,0.0718547790311277,"hte",100,4,2,1000,"4"
"fpt1",1,1,FALSE,0,0,0,0.103042958071455,"hte",100,4,2,1000,"4"
"fpt1",1,2,FALSE,0,0,0,0.066623691120185,"hte",100,4,2,1000,"4"
"fpt1",1,3,FALSE,0,0,0,0.0670398700749502,"hte",100,4,2,1000,"4"
"fpt1",1,4,FALSE,0,0,0,0.0978057710453868,"hte",100,4,2,1000,"4"
"fpt1",1,5,FALSE,0,0,0,0.105499023105949,"hte",100,4,2,1000,"4"
"fpt1",1,6,FALSE,0,0,0,0.10733936203178,"hte",100,4,2,1000,"4"
"fpt1",1,7,FALSE,0,0,0,0.0694833660963923,"hte",100,4,2,1000,"4"
"fpt1",1,8,FALSE,0,0,0,0.069493510061875,"hte",100,4,2,1000,"4"
"fpt1",1,9,FALSE,0,0,0,0.0704123640898615,"hte",100,4,2,1000,"4"
"fpt1",1,10,FALSE,0,0,0,0.0697195951361209,"hte",100,4,2,1000,"4"
"fpt2",1,1,FALSE,0,0,0,0.098275053082034,"hte",100,4,2,1000,"4"
"fpt2",1,2,FALSE,0,0,0,0.0616048520896584,"hte",100,4,2,1000,"4"
"fpt2",1,3,FALSE,0,0,0,0.0995458021061495,"hte",100,4,2,1000,"4"
"fpt2",1,4,FALSE,0,0,0,0.0630353770684451,"hte",100,4,2,1000,"4"
"fpt2",1,5,FALSE,0,0,0,0.0628667281707749,"hte",100,4,2,1000,"4"
"fpt2",1,6,FALSE,0,0,0,0.062890539993532,"hte",100,4,2,1000,"4"
"fpt2",1,7,FALSE,0,0,0,0.0631312180776149,"hte",100,4,2,1000,"4"
"fpt2",1,8,FALSE,0,0,0,0.0628066160716116,"hte",100,4,2,1000,"4"
"fpt2",1,9,FALSE,0,0,0,0.0627945350715891,"hte",100,4,2,1000,"4"
"fpt2",1,10,FALSE,0,0,0,0.063225741032511,"hte",100,4,2,1000,"4"
