"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,2.07756133412477,"hte",500,4,2,4000,"4"
"grad",1,2,FALSE,0,0,0,2.05473879002966,"hte",500,4,2,4000,"4"
"grad",1,3,FALSE,0,0,0,2.09920343512204,"hte",500,4,2,4000,"4"
"grad",1,4,TRUE,1,0,0,2.19039278000128,"hte",500,4,2,4000,"4"
"grad",1,5,FALSE,0,0,0,2.11815951706376,"hte",500,4,2,4000,"4"
"grad",1,6,FALSE,0,0,0,2.08648761012591,"hte",500,4,2,4000,"4"
"grad",1,7,FALSE,0,0,0,2.12094925611746,"hte",500,4,2,4000,"4"
"grad",1,8,TRUE,1,0,0,2.15159678913187,"hte",500,4,2,4000,"4"
"grad",1,9,FALSE,0,0,0,2.10617781500332,"hte",500,4,2,4000,"4"
"grad",1,10,FALSE,0,0,0,2.11351542500779,"hte",500,4,2,4000,"4"
"fpt1",1,1,FALSE,0,0,0,2.0754480100004,"hte",500,4,2,4000,"4"
"fpt1",1,2,FALSE,0,0,0,2.05804948997684,"hte",500,4,2,4000,"4"
"fpt1",1,3,TRUE,1,0,0,2.13529062690213,"hte",500,4,2,4000,"4"
"fpt1",1,4,FALSE,0,0,0,2.08217819500715,"hte",500,4,2,4000,"4"
"fpt1",1,5,TRUE,1,0,0,2.10046115505975,"hte",500,4,2,4000,"4"
"fpt1",1,6,FALSE,0,0,0,2.09434806695208,"hte",500,4,2,4000,"4"
"fpt1",1,7,TRUE,0,1,0,2.15492949192412,"hte",500,4,2,4000,"4"
"fpt1",1,8,FALSE,0,0,0,2.04399523197208,"hte",500,4,2,4000,"4"
"fpt1",1,9,TRUE,1,0,0,2.14748238795437,"hte",500,4,2,4000,"4"
"fpt1",1,10,FALSE,0,0,0,2.08079555002041,"hte",500,4,2,4000,"4"
"fpt2",1,1,FALSE,0,0,0,1.81170150998514,"hte",500,4,2,4000,"4"
"fpt2",1,2,TRUE,1,0,0,1.79496487497818,"hte",500,4,2,4000,"4"
"fpt2",1,3,TRUE,0,0,1,2.13460610003676,"hte",500,4,2,4000,"4"
"fpt2",1,4,FALSE,0,0,0,1.80950113001745,"hte",500,4,2,4000,"4"
"fpt2",1,5,FALSE,0,0,0,1.79978147998918,"hte",500,4,2,4000,"4"
"fpt2",1,6,TRUE,1,0,0,1.87687693093903,"hte",500,4,2,4000,"4"
"fpt2",1,7,FALSE,0,0,0,1.79409106692765,"hte",500,4,2,4000,"4"
"fpt2",1,8,TRUE,1,0,0,1.87082002102397,"hte",500,4,2,4000,"4"
"fpt2",1,9,TRUE,0,1,0,1.83265718899202,"hte",500,4,2,4000,"4"
"fpt2",1,10,FALSE,0,0,0,1.81046345899813,"hte",500,4,2,4000,"4"
