"rep","method","tree","splits","model_type","num.trees","K","p","n","setting_id"
1,"grad",1,7,"hte",100,4,2,1000,"2"
1,"grad",2,5,"hte",100,4,2,1000,"2"
1,"grad",3,7,"hte",100,4,2,1000,"2"
1,"grad",4,6,"hte",100,4,2,1000,"2"
1,"grad",5,5,"hte",100,4,2,1000,"2"
1,"grad",6,6,"hte",100,4,2,1000,"2"
1,"grad",7,5,"hte",100,4,2,1000,"2"
1,"grad",8,6,"hte",100,4,2,1000,"2"
1,"grad",9,6,"hte",100,4,2,1000,"2"
1,"grad",10,6,"hte",100,4,2,1000,"2"
1,"grad",11,4,"hte",100,4,2,1000,"2"
1,"grad",12,5,"hte",100,4,2,1000,"2"
1,"grad",13,5,"hte",100,4,2,1000,"2"
1,"grad",14,6,"hte",100,4,2,1000,"2"
1,"grad",15,5,"hte",100,4,2,1000,"2"
1,"grad",16,5,"hte",100,4,2,1000,"2"
1,"grad",17,4,"hte",100,4,2,1000,"2"
1,"grad",18,6,"hte",100,4,2,1000,"2"
1,"grad",19,6,"hte",100,4,2,1000,"2"
1,"grad",20,4,"hte",100,4,2,1000,"2"
1,"grad",21,6,"hte",100,4,2,1000,"2"
1,"grad",22,6,"hte",100,4,2,1000,"2"
1,"grad",23,4,"hte",100,4,2,1000,"2"
1,"grad",24,6,"hte",100,4,2,1000,"2"
1,"grad",25,5,"hte",100,4,2,1000,"2"
1,"grad",26,6,"hte",100,4,2,1000,"2"
1,"grad",27,6,"hte",100,4,2,1000,"2"
1,"grad",28,5,"hte",100,4,2,1000,"2"
1,"grad",29,6,"hte",100,4,2,1000,"2"
1,"grad",30,5,"hte",100,4,2,1000,"2"
1,"grad",31,8,"hte",100,4,2,1000,"2"
1,"grad",32,6,"hte",100,4,2,1000,"2"
1,"grad",33,5,"hte",100,4,2,1000,"2"
1,"grad",34,5,"hte",100,4,2,1000,"2"
1,"grad",35,5,"hte",100,4,2,1000,"2"
1,"grad",36,5,"hte",100,4,2,1000,"2"
1,"grad",37,5,"hte",100,4,2,1000,"2"
1,"grad",38,4,"hte",100,4,2,1000,"2"
1,"grad",39,5,"hte",100,4,2,1000,"2"
1,"grad",40,6,"hte",100,4,2,1000,"2"
