"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,TRUE,1,0,0,0.659716970054433,"hte",500,16,2,2000,"5"
"grad",1,2,FALSE,0,0,0,0.605083620059304,"hte",500,16,2,2000,"5"
"grad",1,3,FALSE,0,0,0,0.611015243106522,"hte",500,16,2,2000,"5"
"grad",1,4,FALSE,0,0,0,0.609660007059574,"hte",500,16,2,2000,"5"
"grad",1,5,FALSE,0,0,0,0.610501002054662,"hte",500,16,2,2000,"5"
"grad",1,6,TRUE,1,0,0,0.620564196025953,"hte",500,16,2,2000,"5"
"grad",1,7,FALSE,0,0,0,0.633314229082316,"hte",500,16,2,2000,"5"
"grad",1,8,FALSE,0,0,0,0.606020001112483,"hte",500,16,2,2000,"5"
"grad",1,9,FALSE,0,0,0,0.607867343118414,"hte",500,16,2,2000,"5"
"grad",1,10,TRUE,1,0,0,0.653343614074402,"hte",500,16,2,2000,"5"
"fpt1",1,1,FALSE,0,0,0,0.557798971072771,"hte",500,16,2,2000,"5"
"fpt1",1,2,FALSE,0,0,0,0.523530862992629,"hte",500,16,2,2000,"5"
"fpt1",1,3,FALSE,0,0,0,0.564020110061392,"hte",500,16,2,2000,"5"
"fpt1",1,4,FALSE,0,0,0,0.564893893082626,"hte",500,16,2,2000,"5"
"fpt1",1,5,TRUE,1,0,0,0.56887505017221,"hte",500,16,2,2000,"5"
"fpt1",1,6,FALSE,0,0,0,0.565947559080087,"hte",500,16,2,2000,"5"
"fpt1",1,7,FALSE,0,0,0,0.564882477046922,"hte",500,16,2,2000,"5"
"fpt1",1,8,FALSE,0,0,0,0.52747455809731,"hte",500,16,2,2000,"5"
"fpt1",1,9,TRUE,1,0,0,0.540553378057666,"hte",500,16,2,2000,"5"
"fpt1",1,10,FALSE,0,0,0,0.52899290213827,"hte",500,16,2,2000,"5"
"fpt2",1,1,TRUE,1,0,0,0.521046833950095,"hte",500,16,2,2000,"5"
"fpt2",1,2,TRUE,0,1,0,0.523724506958388,"hte",500,16,2,2000,"5"
"fpt2",1,3,FALSE,0,0,0,0.478224933845922,"hte",500,16,2,2000,"5"
"fpt2",1,4,FALSE,0,0,0,0.482031738967635,"hte",500,16,2,2000,"5"
"fpt2",1,5,TRUE,1,0,0,0.495351767982356,"hte",500,16,2,2000,"5"
"fpt2",1,6,FALSE,0,0,0,0.50968388596084,"hte",500,16,2,2000,"5"
"fpt2",1,7,TRUE,1,0,0,0.531501731020398,"hte",500,16,2,2000,"5"
"fpt2",1,8,TRUE,0,1,0,0.534687715931796,"hte",500,16,2,2000,"5"
"fpt2",1,9,FALSE,0,0,0,0.484284985926934,"hte",500,16,2,2000,"5"
"fpt2",1,10,FALSE,0,0,0,0.484752402058803,"hte",500,16,2,2000,"5"
