"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,0.48592475312762,"hte",250,4,2,2000,"3"
"grad",1,2,FALSE,0,0,0,0.45313530205749,"hte",250,4,2,2000,"3"
"grad",1,3,FALSE,0,0,0,0.456761451088823,"hte",250,4,2,2000,"3"
"grad",1,4,FALSE,0,0,0,0.459009065059945,"hte",250,4,2,2000,"3"
"grad",1,5,FALSE,0,0,0,0.494199012056924,"hte",250,4,2,2000,"3"
"grad",1,6,FALSE,0,0,0,0.494393522152677,"hte",250,4,2,2000,"3"
"grad",1,7,FALSE,0,0,0,0.458046440035105,"hte",250,4,2,2000,"3"
"grad",1,8,FALSE,0,0,0,0.457376585109159,"hte",250,4,2,2000,"3"
"grad",1,9,FALSE,0,0,0,0.494085773127154,"hte",250,4,2,2000,"3"
"grad",1,10,FALSE,0,0,0,0.495511903078295,"hte",250,4,2,2000,"3"
"fpt1",1,1,FALSE,0,0,0,0.454604536062106,"hte",250,4,2,2000,"3"
"fpt1",1,2,FALSE,0,0,0,0.420502083026804,"hte",250,4,2,2000,"3"
"fpt1",1,3,FALSE,0,0,0,0.419684463064186,"hte",250,4,2,2000,"3"
"fpt1",1,4,FALSE,0,0,0,0.420139683061279,"hte",250,4,2,2000,"3"
"fpt1",1,5,FALSE,0,0,0,0.421665164059959,"hte",250,4,2,2000,"3"
"fpt1",1,6,FALSE,0,0,0,0.420867926091887,"hte",250,4,2,2000,"3"
"fpt1",1,7,FALSE,0,0,0,0.420995061052963,"hte",250,4,2,2000,"3"
"fpt1",1,8,FALSE,0,0,0,0.421565277152695,"hte",250,4,2,2000,"3"
"fpt1",1,9,FALSE,0,0,0,0.421936458093114,"hte",250,4,2,2000,"3"
"fpt1",1,10,TRUE,1,0,0,0.457062356988899,"hte",250,4,2,2000,"3"
"fpt2",1,1,FALSE,0,0,0,0.425962975015864,"hte",250,4,2,2000,"3"
"fpt2",1,2,FALSE,0,0,0,0.395242065074854,"hte",250,4,2,2000,"3"
"fpt2",1,3,FALSE,0,0,0,0.393155100173317,"hte",250,4,2,2000,"3"
"fpt2",1,4,FALSE,0,0,0,0.392767864046618,"hte",250,4,2,2000,"3"
"fpt2",1,5,FALSE,0,0,0,0.393700407119468,"hte",250,4,2,2000,"3"
"fpt2",1,6,FALSE,0,0,0,0.392238148138858,"hte",250,4,2,2000,"3"
"fpt2",1,7,FALSE,0,0,0,0.392113744048402,"hte",250,4,2,2000,"3"
"fpt2",1,8,FALSE,0,0,0,0.3934186110273,"hte",250,4,2,2000,"3"
"fpt2",1,9,FALSE,0,0,0,0.430504868156277,"hte",250,4,2,2000,"3"
"fpt2",1,10,FALSE,0,0,0,0.427463548141532,"hte",250,4,2,2000,"3"
